season_year,player_id,clutch_fta,clutch_tov,fta,ftm,tov,tov_3_second_violation,tov_back_court_violation,tov_bad_pass,tov_double_dribble,tov_kicked_ball_violation,tov_lane_violation,tov_lost_ball,tov_offensive_foul,tov_out_of_bounds,tov_palming,tov_traveling,tov_turnover,team_id
2025,player_ezi_magbegor,4.0,0.0,83.0,57.0,43.0,1.0,0.0,13.0,0.0,0.0,0.0,5.0,11.0,9.0,0.0,4.0,0.0,SEA
2025,player_gabby_williams,19.0,6.0,77.0,66.0,85.0,0.0,0.0,44.0,0.0,0.0,0.0,16.0,4.0,19.0,0.0,2.0,0.0,SEA
2025,player_grace_berger,0.0,2.0,15.0,10.0,21.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,2.0,7.0,0.0,0.0,0.0,LAS
2025,player_hailey_van_lith,4.0,2.0,31.0,23.0,36.0,0.0,1.0,20.0,0.0,0.0,0.0,3.0,1.0,9.0,0.0,2.0,0.0,CHI
2025,player_haley_jones,2.0,0.0,35.0,22.0,48.0,0.0,1.0,16.0,0.0,0.0,0.0,9.0,8.0,11.0,0.0,3.0,0.0,PHO
2025,player_haley_peters,2.0,0.0,13.0,10.0,22.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,6.0,3.0,0.0,3.0,0.0,CON
2025,player_iliana_rupert,0.0,1.0,16.0,15.0,20.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,8.0,1.0,0.0,3.0,0.0,GSV
2025,player_isabelle_harrison,3.0,2.0,43.0,33.0,23.0,0.0,0.0,5.0,0.0,1.0,0.0,7.0,5.0,3.0,0.0,2.0,0.0,NYL
2025,player_jackie_young,24.0,7.0,142.0,127.0,98.0,1.0,1.0,43.0,0.0,0.0,0.0,18.0,8.0,22.0,0.0,5.0,0.0,LVA
2025,player_jacy_sheldon,3.0,1.0,25.0,22.0,31.0,0.0,0.0,20.0,0.0,0.0,0.0,3.0,1.0,6.0,0.0,1.0,0.0,WAS
2025,player_jade_melbourne,11.0,3.0,73.0,49.0,72.0,0.0,0.0,31.0,0.0,0.0,0.0,12.0,3.0,20.0,0.0,6.0,0.0,WAS
2025,player_jaelyn_brown,0.0,1.0,2.0,1.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,CON
2025,player_janelle_sala_n,6.0,1.0,62.0,50.0,53.0,0.0,1.0,18.0,0.0,0.0,0.0,13.0,6.0,5.0,0.0,9.0,1.0,GSV
2025,player_jaylyn_sherrod,5.0,4.0,13.0,9.0,12.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,1.0,0.0,MIN
2025,player_jessica_shepard,7.0,0.0,103.0,56.0,58.0,0.0,0.0,14.0,0.0,0.0,0.0,11.0,8.0,15.0,0.0,10.0,0.0,MIN
2025,player_jewell_loyd,4.0,1.0,71.0,59.0,53.0,0.0,1.0,20.0,0.0,1.0,0.0,12.0,7.0,10.0,0.0,1.0,1.0,LVA
2025,player_jj_quinerly,4.0,3.0,45.0,39.0,52.0,0.0,1.0,23.0,0.0,0.0,0.0,10.0,1.0,11.0,1.0,4.0,1.0,DAL
2025,player_jonquel_jones,2.0,2.0,91.0,70.0,65.0,0.0,0.0,16.0,1.0,0.0,0.0,15.0,18.0,13.0,0.0,2.0,0.0,NYL
2025,player_jordin_canada,14.0,3.0,96.0,73.0,62.0,0.0,1.0,33.0,1.0,0.0,0.0,15.0,1.0,9.0,0.0,2.0,0.0,ATL
2025,player_joyner_holmes,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,LVA
2025,player_julie_allemand,2.0,3.0,19.0,15.0,53.0,0.0,0.0,32.0,0.0,0.0,0.0,9.0,0.0,10.0,0.0,1.0,1.0,LAS
2025,player_julie_vanloo,1.0,4.0,10.0,8.0,49.0,0.0,0.0,26.0,0.0,0.0,0.0,2.0,3.0,13.0,0.0,4.0,1.0,GSV
2025,player_kahleah_copper,4.0,0.0,88.0,75.0,62.0,0.0,1.0,22.0,0.0,0.0,0.0,13.0,7.0,17.0,0.0,2.0,0.0,PHO
2025,player_kaila_charles,6.0,2.0,49.0,40.0,38.0,0.0,0.0,13.0,0.0,0.0,0.0,12.0,2.0,7.0,0.0,4.0,0.0,DAL
