playerId,playerName,teamId,pos,seasonKey,heightIn,weightLb,age,phase1_g,phase1_mpg,phase1_starterFlag,phase1_usageProxyPer36,phase2shoot_fg,phase2shoot_fga,phase2shoot_fgPct,phase2shoot_fg3,phase2shoot_fg3a,phase2shoot_fg3Pct,phase2shoot_fg2,phase2shoot_fg2a,phase2shoot_fg2Pct,phase2shoot_ft,phase2shoot_fta,phase2shoot_ftPct,phase2shoot_pts,phase2imp_season,phase2imp_g,phase2imp_mp,phase2imp_onCourt_plusMinus_per100,phase2imp_onOff_plusMinus_per100,phase2imp_tov_badPass,phase2imp_tov_lostBall,phase2imp_tov_shoot,phase2imp_tov_offensiveFoulOrOther,phase2imp_foulsCommitted_shooting,phase2imp_foulsCommitted_offensive,phase2imp_misc_pga,phase2imp_misc_and1,phase2imp_misc_blkd,phase3_rim_fgm,phase3_rim_fga,phase3_paint_fgm,phase3_paint_fga,phase3_mid_fgm,phase3_mid_fga,phase3_corner3_fgm,phase3_corner3_fga,phase3_ab3_fgm,phase3_ab3_fga,phase3_three_fgm,phase3_three_fga,phase3_total_fgm,phase3_total_fga,phase3_rim_fg,phase3_paint_fg,phase3_mid_fg,phase3_corner3_fg,phase3_ab3_fg,phase3_three_fg,phase3_total_fg,phase3_rim_att_share,phase3_paint_att_share,phase3_mid_att_share,phase3_corner3_att_share,phase3_ab3_att_share,phase3_three_att_share,phase4_fga,phase4_fta,phase4_three_pa,phase4_tov,phase4_ast,phase4_reb,phase4_pf,phase4_stl,phase4_blk,phase4_clutch_fga,phase4_trans_fga,phase4_minutes_est,phase4_clutch_fga_share,phase4_trans_fga_share,season_year
player_kennedy_burke,Kennedy Burke,NYL,G-F,kennedy_burke|NYL,72,155.275,28,36,21.639,,0.354,2.8,6.1,46.8,1.3,3.1,41.4,1.6,3.0,52.3,1.1,1.5,75.9,8.1,2025,36,779,4.7,-0.9,15,14,26,2,29,2,106,6,11,44.0,65.0,11.0,38.0,1.0,4.0,8.0,17.0,38.0,94.0,46.0,111.0,102.0,218.0,0.676923076923077,0.2894736842105263,0.25,0.4705882352941176,0.4042553191489361,0.4144144144144144,0.4678899082568807,0.2981651376146789,0.1743119266055046,0.018348623853211,0.0779816513761468,0.4311926605504587,0.5091743119266054,218.0,54.0,111.0,34.0,45.0,85.0,96.0,28.0,27.0,6.0,28.0,1087.05,0.027522935779816515,0.12844036697247707,kennedy_burke|NYL
player_rae_burrell,Rae Burrell,LAS,G-F,rae_burrell|LAS,71,152.7,25,28,18.393,,0.563,2.8,6.4,43.3,0.8,2.4,32.8,2.0,4.0,49.5,1.3,1.7,74.5,7.5,2025,28,515,0.5,5.2,13,8,12,1,25,11,76,8,16,42.0,69.0,11.0,37.0,2.0,5.0,3.0,13.0,19.0,54.0,22.0,67.0,77.0,178.0,0.6086956521739131,0.2972972972972973,0.4,0.2307692307692307,0.3518518518518518,0.3283582089552239,0.4325842696629213,0.3876404494382022,0.2078651685393258,0.0280898876404494,0.0730337078651685,0.3033707865168539,0.3764044943820224,178.0,47.0,67.0,25.0,34.0,65.0,90.0,16.0,22.0,4.0,29.0,729.8666666666667,0.02247191011235955,0.16292134831460675,rae_burrell|LAS
player_veronica_burton,Veronica Burton,GSV,G,veronica_burton|GSV,72,156.58,25,44,29.364,1.0,0.356,3.4,8.8,38.7,1.4,4.0,34.5,2.0,4.7,42.3,3.8,4.3,87.8,11.9,2025,44,1292,3.8,7.1,67,19,44,3,71,23,661,17,37,33.0,71.0,47.0,118.0,8.0,19.0,4.0,6.0,57.0,168.0,61.0,174.0,149.0,382.0,0.4647887323943662,0.3983050847457627,0.4210526315789473,0.6666666666666666,0.3392857142857143,0.3505747126436782,0.3900523560209424,0.1858638743455497,0.3089005235602094,0.0497382198952879,0.0157068062827225,0.4397905759162304,0.4554973821989528,385.0,189.0,177.0,94.0,265.0,192.0,297.0,50.0,64.0,25.0,42.0,1872.0833333333333,0.06493506493506493,0.10909090909090909,veronica_burton|GSV
player_maya_caldwell,Maya Caldwell,ATL,G,maya_caldwell|ATL,72,155.60000000000002,27,41,18.537,,0.285,2.0,4.8,42.6,1.0,2.7,35.5,1.1,2.1,51.8,0.4,0.5,80.0,5.4,2025,41,760,9.9,0.4,23,11,25,0,10,6,180,4,4,28.0,44.0,9.0,23.0,7.0,18.0,13.0,31.0,26.0,79.0,39.0,110.0,83.0,195.0,0.6363636363636364,0.391304347826087,0.3888888888888889,0.4193548387096774,0.3291139240506329,0.3545454545454545,0.4256410256410256,0.2256410256410256,0.1179487179487179,0.0923076923076923,0.1589743589743589,0.4051282051282051,0.5641025641025641,195.0,20.0,110.0,40.0,74.0,127.0,91.0,37.0,11.0,9.0,19.0,1028.0333333333333,0.046153846153846156,0.09743589743589744,maya_caldwell|ATL
player_jordin_canada,Jordin Canada,ATL,G,jordin_canada|ATL,73,159.74,30,28,27.964,1.0,0.621,3.9,9.8,39.6,0.9,3.1,29.1,3.0,6.7,44.4,2.6,3.4,76.0,11.2,2025,28,783,13.7,7.4,41,16,17,1,49,11,374,10,14,49.0,100.0,29.0,72.0,5.0,15.0,1.0,7.0,24.0,76.0,25.0,83.0,108.0,270.0,0.49,0.4027777777777778,0.3333333333333333,0.1428571428571428,0.3157894736842105,0.3012048192771084,0.4,0.3703703703703703,0.2666666666666666,0.0555555555555555,0.0259259259259259,0.2814814814814815,0.3074074074074074,273.0,96.0,86.0,62.0,159.0,91.0,125.0,48.0,23.0,8.0,46.0,1121.4333333333334,0.029304029304029304,0.1684981684981685,jordin_canada|ATL
player_emma_cannon,Emma Cannon,LAS,F,emma_cannon|LAS,71,152.64,36,21,10.143,,0.724,1.5,3.0,50.8,0.7,1.7,38.9,0.9,1.3,66.7,0.7,1.1,65.2,4.4,2025,21,213,-3.6,-0.5,4,3,8,7,8,5,17,1,3,14.0,16.0,3.0,6.0,1.0,5.0,4.0,7.0,10.0,29.0,14.0,36.0,32.0,63.0,0.875,0.5,0.2,0.5714285714285714,0.3448275862068966,0.3888888888888889,0.5079365079365079,0.2539682539682539,0.0952380952380952,0.0793650793650793,0.1111111111111111,0.4603174603174603,0.5714285714285714,63.0,23.0,36.0,16.0,8.0,38.0,64.0,10.0,4.0,2.0,4.0,290.93333333333334,0.031746031746031744,0.06349206349206349,emma_cannon|LAS
player_kamilla_cardoso,Kamilla Cardoso,CHI,C,kamilla_cardoso|CHI,78,180.2857142857143,24,40,27.55,1.0,0.472,5.6,10.6,52.8,0.0,0.1,50.0,5.6,10.5,52.9,2.4,3.3,72.2,13.6,2025,40,1102,-14.2,-3.3,50,17,65,17,71,1,217,14,42,166.0,285.0,48.0,117.0,8.0,18.0,1.0,1.0,0.0,1.0,1.0,2.0,223.0,422.0,0.5824561403508772,0.4102564102564102,0.4444444444444444,1.0,0.0,0.5,0.5284360189573459,0.6753554502369669,0.2772511848341232,0.0426540284360189,0.0023696682464454,0.0023696682464454,0.0047393364928909,422.0,133.0,2.0,97.0,98.0,341.0,249.0,14.0,89.0,20.0,18.0,1550.35,0.04739336492890995,0.04265402843601896,kamilla_cardoso|CHI
player_bridget_carleton,Bridget Carleton,MIN,F,bridget_carleton|MIN,73,159.8,28,44,27.886,1.0,0.201,2.3,5.8,40.2,1.4,3.8,37.3,0.9,1.9,45.9,0.4,0.6,72.0,6.5,2025,44,1227,12.3,-0.1,17,8,30,4,11,18,211,1,7,16.0,28.0,10.0,28.0,13.0,29.0,14.0,31.0,49.0,138.0,63.0,169.0,102.0,254.0,0.5714285714285714,0.3571428571428571,0.4482758620689655,0.4516129032258064,0.3550724637681159,0.3727810650887574,0.4015748031496063,0.1102362204724409,0.1102362204724409,0.1141732283464567,0.1220472440944882,0.5433070866141733,0.6653543307086615,254.0,25.0,169.0,33.0,89.0,158.0,140.0,37.0,19.0,6.0,34.0,1855.0,0.023622047244094488,0.13385826771653545,bridget_carleton|MIN
player_tina_charles,Tina Charles,CON,C,tina_charles|CON,77,176.525,37,43,28.419,1.0,0.522,6.0,13.8,43.8,0.3,1.1,26.1,5.8,12.7,45.3,3.9,4.6,85.7,16.3,2025,43,1222,-17.2,-14.0,36,24,39,9,90,2,174,17,24,102.0,167.0,74.0,213.0,72.0,167.0,0.0,1.0,12.0,45.0,12.0,46.0,260.0,593.0,0.6107784431137725,0.3474178403755869,0.4311377245508982,0.0,0.2666666666666666,0.2608695652173913,0.4384485666104553,0.281618887015177,0.3591905564924115,0.281618887015177,0.0016863406408094,0.0758853288364249,0.0775716694772344,593.0,196.0,46.0,82.0,74.0,248.0,248.0,33.0,43.0,12.0,38.0,1698.1833333333334,0.02023608768971332,0.06408094435075885,tina_charles|CON
player_kaitlyn_chen,Kaitlyn Chen,GSV,G,kaitlyn_chen|GSV,70,148.8,23,24,10.292,,0.442,0.8,2.1,38.0,0.2,0.6,33.3,0.6,1.5,40.0,0.2,0.3,71.4,2.0,2025,24,247,-6.1,-9.3,12,6,11,0,4,2,58,3,4,6.0,11.0,7.0,18.0,1.0,6.0,1.0,3.0,4.0,11.0,5.0,14.0,19.0,49.0,0.5454545454545454,0.3888888888888889,0.1666666666666666,0.3333333333333333,0.3636363636363636,0.3571428571428571,0.3877551020408163,0.2244897959183673,0.3673469387755102,0.1224489795918367,0.0612244897959183,0.2244897959183673,0.2857142857142857,50.0,7.0,15.0,18.0,24.0,22.0,26.0,5.0,4.0,0.0,9.0,311.56666666666666,0.0,0.18,kaitlyn_chen|GSV
player_sonia_citron,Sonia Citron,WAS,G,sonia_citron|WAS,74,163.4,22,44,32.159,1.0,0.366,5.1,10.8,47.0,1.8,4.1,44.5,3.2,6.6,48.6,3.0,3.4,87.2,14.9,2025,44,1415,-3.8,7.1,49,26,43,2,49,21,239,17,27,75.0,106.0,39.0,106.0,28.0,80.0,12.0,28.0,69.0,153.0,81.0,181.0,223.0,473.0,0.7075471698113207,0.3679245283018867,0.35,0.4285714285714285,0.4509803921568627,0.4475138121546961,0.4714587737843552,0.2241014799154334,0.2241014799154334,0.1691331923890063,0.0591966173361522,0.3234672304439746,0.3826638477801268,485.0,149.0,190.0,92.0,106.0,176.0,270.0,56.0,44.0,27.0,72.0,1945.3,0.05567010309278351,0.14845360824742268,sonia_citron|WAS
