playerId,playerName,teamId,pos,seasonKey,heightIn,weightLb,age,phase1_g,phase1_mpg,phase1_starterFlag,phase1_usageProxyPer36,phase2shoot_fg,phase2shoot_fga,phase2shoot_fgPct,phase2shoot_fg3,phase2shoot_fg3a,phase2shoot_fg3Pct,phase2shoot_fg2,phase2shoot_fg2a,phase2shoot_fg2Pct,phase2shoot_ft,phase2shoot_fta,phase2shoot_ftPct,phase2shoot_pts,phase2imp_season,phase2imp_g,phase2imp_mp,phase2imp_onCourt_plusMinus_per100,phase2imp_onOff_plusMinus_per100,phase2imp_tov_badPass,phase2imp_tov_lostBall,phase2imp_tov_shoot,phase2imp_tov_offensiveFoulOrOther,phase2imp_foulsCommitted_shooting,phase2imp_foulsCommitted_offensive,phase2imp_misc_pga,phase2imp_misc_and1,phase2imp_misc_blkd,phase3_rim_fgm,phase3_rim_fga,phase3_paint_fgm,phase3_paint_fga,phase3_mid_fgm,phase3_mid_fga,phase3_corner3_fgm,phase3_corner3_fga,phase3_ab3_fgm,phase3_ab3_fga,phase3_three_fgm,phase3_three_fga,phase3_total_fgm,phase3_total_fga,phase3_rim_fg,phase3_paint_fg,phase3_mid_fg,phase3_corner3_fg,phase3_ab3_fg,phase3_three_fg,phase3_total_fg,phase3_rim_att_share,phase3_paint_att_share,phase3_mid_att_share,phase3_corner3_att_share,phase3_ab3_att_share,phase3_three_att_share,phase4_fga,phase4_fta,phase4_three_pa,phase4_tov,phase4_ast,phase4_reb,phase4_pf,phase4_stl,phase4_blk,phase4_clutch_fga,phase4_trans_fga,phase4_minutes_est,phase4_clutch_fga_share,phase4_trans_fga_share,season_year
player_caitlin_clark,Caitlin Clark,IND,G,caitlin_clark|IND,75,168.1,24,13,31.077,1.0,1.949,5.5,15.1,36.7,2.2,8.0,27.9,3.3,7.1,46.7,3.2,3.8,82.0,16.5,2025,13,404,8.7,6.2,42,16,21,2,17,2,249,7,9,20.0,37.0,15.0,27.0,8.0,28.0,1.0,1.0,28.0,103.0,29.0,104.0,72.0,196.0,0.5405405405405406,0.5555555555555556,0.2857142857142857,1.0,0.2718446601941747,0.2788461538461538,0.3673469387755102,0.1887755102040816,0.1377551020408163,0.1428571428571428,0.0051020408163265,0.5255102040816326,0.5306122448979592,196.0,50.0,104.0,66.0,115.0,65.0,98.0,21.0,16.0,12.0,25.0,593.1166666666667,0.061224489795918366,0.12755102040816327,caitlin_clark|IND
player_natasha_cloud,Natasha Cloud,NYL,G,natasha_cloud|NYL,73,160.92000000000002,33,41,29.049,1.0,0.337,3.7,8.5,43.3,1.3,3.8,33.8,2.4,4.8,50.8,1.5,1.7,87.0,10.1,2025,41,1191,5.2,-0.2,64,3,53,5,34,5,493,7,8,60.0,90.0,26.0,66.0,13.0,39.0,5.0,15.0,47.0,137.0,52.0,152.0,151.0,347.0,0.6666666666666666,0.3939393939393939,0.3333333333333333,0.3333333333333333,0.3430656934306569,0.3421052631578947,0.4351585014409221,0.2593659942363112,0.1902017291066282,0.1123919308357348,0.0432276657060518,0.3948126801152737,0.4380403458213256,349.0,69.0,154.0,77.0,211.0,151.0,188.0,49.0,22.0,12.0,39.0,1699.9666666666667,0.034383954154727794,0.11174785100286533,natasha_cloud|NYL
player_nia_coffey,Nia Coffey,ATL,F,nia_coffey|ATL,73,159.78,30,44,10.341,,0.355,1.3,3.3,37.4,0.5,1.9,29.3,0.7,1.5,47.7,0.8,1.1,72.0,3.9,2025,44,455,7.5,-2.9,15,4,24,4,18,5,107,2,15,27.0,52.0,3.0,10.0,1.0,3.0,6.0,12.0,18.0,70.0,24.0,82.0,55.0,147.0,0.5192307692307693,0.3,0.3333333333333333,0.5,0.2571428571428571,0.2926829268292683,0.3741496598639456,0.3537414965986394,0.0680272108843537,0.0204081632653061,0.0816326530612244,0.4761904761904761,0.5578231292517006,147.0,50.0,82.0,30.0,46.0,114.0,88.0,10.0,33.0,4.0,15.0,577.9499999999999,0.027210884353741496,0.10204081632653061,nia_coffey|ATL
player_napheesa_collier,Napheesa Collier,MIN,F,napheesa_collier|MIN,77,177.36,29,33,32.273,1.0,0.679,8.3,15.7,53.1,1.5,3.8,40.3,6.8,11.9,57.1,4.7,5.2,90.6,22.9,2025,33,1065,16.6,10.7,17,26,28,17,69,4,264,21,25,104.0,142.0,76.0,166.0,45.0,86.0,5.0,6.0,45.0,118.0,50.0,124.0,275.0,518.0,0.7323943661971831,0.4578313253012048,0.5232558139534884,0.8333333333333334,0.3813559322033898,0.4032258064516129,0.5308880308880309,0.2741312741312741,0.3204633204633205,0.166023166023166,0.0115830115830115,0.2277992277992278,0.2393822393822393,534.0,177.0,129.0,71.0,106.0,250.0,283.0,55.0,75.0,20.0,37.0,1667.6166666666666,0.03745318352059925,0.06928838951310862,napheesa_collier|MIN
player_sydney_colson,Sydney Colson,IND,G,sydney_colson|IND,70,148.18,36,30,13.467,,0.338,0.9,2.5,34.2,0.4,1.6,27.7,0.4,1.0,44.8,0.2,0.2,85.7,2.4,2025,30,404,-2.4,-8.3,23,7,12,2,2,4,145,0,2,6.0,9.0,2.0,6.0,5.0,14.0,0.0,3.0,13.0,42.0,13.0,45.0,26.0,74.0,0.6666666666666666,0.3333333333333333,0.3571428571428571,0.0,0.3095238095238095,0.2888888888888888,0.3513513513513513,0.1216216216216216,0.081081081081081,0.1891891891891892,0.0405405405405405,0.5675675675675675,0.6081081081081081,76.0,7.0,47.0,35.0,60.0,25.0,49.0,15.0,8.0,1.0,6.0,545.3166666666666,0.013157894736842105,0.07894736842105263,sydney_colson|IND
player_zia_cooke,Zia Cooke,SEA,G,zia_cooke|SEA,70,148.24444444444444,25,26,10.038,,0.606,1.2,3.2,35.7,0.6,1.5,39.5,0.6,1.8,32.6,0.6,0.9,65.2,3.5,2025,26,261,-12.4,-17.1,12,8,12,1,12,2,33,1,5,9.0,13.0,3.0,23.0,3.0,10.0,4.0,9.0,11.0,28.0,15.0,37.0,30.0,83.0,0.6923076923076923,0.1304347826086956,0.3,0.4444444444444444,0.3928571428571428,0.4054054054054054,0.3614457831325301,0.1566265060240964,0.2771084337349397,0.1204819277108433,0.108433734939759,0.3373493975903614,0.4457831325301205,84.0,23.0,38.0,22.0,14.0,14.0,45.0,10.0,6.0,0.0,12.0,324.6333333333333,0.0,0.14285714285714285,zia_cooke|SEA
player_kahleah_copper,Kahleah Copper,PHO,G-F,kahleah_copper|PHO,73,161.22,31,28,26.857,1.0,0.788,5.5,12.9,42.4,2.0,5.4,37.7,3.4,7.5,45.7,2.7,3.1,85.2,15.6,2025,28,752,6.3,4.7,32,17,22,7,41,4,102,10,28,59.0,102.0,23.0,64.0,14.0,44.0,8.0,18.0,49.0,133.0,57.0,151.0,153.0,361.0,0.5784313725490197,0.359375,0.3181818181818182,0.4444444444444444,0.3684210526315789,0.3774834437086092,0.4238227146814404,0.2825484764542936,0.1772853185595568,0.1218836565096952,0.0498614958448753,0.3684210526315789,0.4182825484764543,361.0,88.0,151.0,62.0,43.0,81.0,160.0,30.0,33.0,20.0,60.0,1033.0666666666666,0.055401662049861494,0.16620498614958448,kahleah_copper|PHO
player_sophie_cunningham,Sophie Cunningham,IND,G,sophie_cunningham|IND,73,160.44,29,30,25.2,,0.362,2.7,5.8,46.9,1.7,3.9,43.2,1.0,1.9,54.4,1.4,1.6,87.5,8.6,2025,30,756,1.1,-5.2,9,9,20,9,14,7,83,3,10,30.0,47.0,0.0,3.0,1.0,7.0,4.0,19.0,47.0,99.0,51.0,118.0,82.0,175.0,0.6382978723404256,0.0,0.1428571428571428,0.2105263157894736,0.4747474747474747,0.4322033898305085,0.4685714285714286,0.2685714285714285,0.0171428571428571,0.04,0.1085714285714285,0.5657142857142857,0.6742857142857143,175.0,48.0,118.0,34.0,36.0,105.0,135.0,29.0,13.0,1.0,33.0,1110.0833333333333,0.005714285714285714,0.18857142857142858,sophie_cunningham|IND
player_damiris_dantas,Damiris Dantas,IND,C-F,damiris_dantas|IND,72,156.20000000000002,33,38,11.553,,0.484,1.7,4.8,34.8,0.7,2.5,26.3,1.0,2.3,44.2,0.6,0.7,85.7,4.6,2025,38,439,-4.9,-11.9,14,5,27,7,12,1,63,2,10,19.0,25.0,13.0,39.0,6.0,22.0,1.0,5.0,24.0,90.0,25.0,95.0,63.0,181.0,0.76,0.3333333333333333,0.2727272727272727,0.2,0.2666666666666666,0.2631578947368421,0.3480662983425414,0.1381215469613259,0.2154696132596685,0.1215469613259668,0.0276243093922651,0.4972375690607735,0.5248618784530387,181.0,28.0,95.0,29.0,25.0,91.0,93.0,6.0,13.0,1.0,4.0,583.2333333333333,0.0055248618784530384,0.022099447513812154,damiris_dantas|IND
player_kariata_diaby,Kariata Diaby,CON,C,kariata_diaby|CON,71,151.1,30,13,7.923,,0.868,0.5,1.1,50.0,0.0,0.0,,0.5,1.1,50.0,0.8,1.1,78.6,1.9,2025,13,103,-13.7,-0.8,3,0,2,6,3,1,12,1,4,5.0,9.0,1.0,3.0,1.0,2.0,,,0.0,0.0,,,,,0.5555555555555556,0.3333333333333333,0.5,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,kariata_diaby|CON
player_skylar_diggins,Skylar Diggins,SEA,G,skylar_diggins|SEA,72,156.65,35,43,31.233,1.0,0.443,5.3,12.5,42.3,1.4,4.0,36.5,3.9,8.6,45.0,3.5,4.4,78.8,15.5,2025,43,1343,5.8,15.3,58,18,36,5,85,16,593,17,34,63.0,105.0,62.0,167.0,41.0,97.0,7.0,11.0,55.0,157.0,62.0,168.0,228.0,537.0,0.6,0.3712574850299401,0.422680412371134,0.6363636363636364,0.3503184713375796,0.369047619047619,0.4245810055865922,0.1955307262569832,0.3109869646182495,0.180633147113594,0.0204841713221601,0.292364990689013,0.3128491620111732,547.0,191.0,175.0,92.0,273.0,119.0,262.0,52.0,69.0,49.0,78.0,1967.8833333333334,0.08957952468007313,0.1425959780621572,skylar_diggins|SEA
player_stefanie_dolson,Stefanie Dolson,WAS,C,stefanie_dolson|WAS,73,159.84,34,43,15.186,,0.233,1.4,3.3,42.3,0.6,1.7,36.0,0.8,1.6,49.3,0.3,0.5,70.0,3.7,2025,43,653,-4.4,1.2,14,3,45,11,9,4,137,2,5,19.0,25.0,5.0,19.0,9.0,23.0,2.0,7.0,25.0,68.0,27.0,75.0,60.0,142.0,0.76,0.2631578947368421,0.391304347826087,0.2857142857142857,0.3676470588235294,0.36,0.4225352112676056,0.176056338028169,0.1338028169014084,0.1619718309859155,0.0492957746478873,0.4788732394366197,0.528169014084507,142.0,20.0,75.0,29.0,59.0,97.0,139.0,12.0,19.0,3.0,6.0,835.2166666666666,0.02112676056338028,0.04225352112676056,stefanie_dolson|WAS
player_emily_engstler,Emily Engstler,WAS,F,emily_engstler|WAS,73,160.34,25,40,12.8,,0.337,1.3,3.4,39.6,0.4,1.6,25.4,0.9,1.8,52.1,0.6,0.9,66.7,3.7,2025,40,512,-5.7,-0.8,23,5,33,6,11,1,130,2,3,28.0,35.0,7.0,28.0,2.0,8.0,4.0,17.0,12.0,45.0,16.0,62.0,53.0,133.0,0.8,0.25,0.25,0.2352941176470588,0.2666666666666666,0.2580645161290322,0.3984962406015037,0.2631578947368421,0.2105263157894736,0.0601503759398496,0.1278195488721804,0.3383458646616541,0.4661654135338345,134.0,36.0,63.0,38.0,58.0,130.0,87.0,28.0,30.0,4.0,10.0,686.1833333333333,0.029850746268656716,0.07462686567164178,emily_engstler|WAS
player_dana_evans,Dana Evans,LVA,G,dana_evans|LVA,71,151.28,27,44,17.659,,0.353,2.4,6.3,38.9,0.8,2.3,36.6,1.6,4.0,40.2,0.9,1.2,75.5,6.6,2025,44,777,-3.1,-12.1,31,4,17,0,27,3,232,9,15,12.0,33.0,34.0,93.0,24.0,48.0,3.0,10.0,34.0,90.0,37.0,100.0,107.0,274.0,0.3636363636363636,0.3655913978494624,0.5,0.3,0.3777777777777777,0.37,0.3905109489051095,0.1204379562043795,0.3394160583941605,0.1751824817518248,0.0364963503649635,0.3284671532846715,0.364963503649635,275.0,53.0,101.0,37.0,96.0,47.0,102.0,17.0,20.0,1.0,24.0,1031.4833333333333,0.0036363636363636364,0.08727272727272728,dana_evans|LVA
player_temi_fagbenle,Temi Fagbenle,GSV,C,temi_fagbenle|GSV,74,165.02857142857144,33,39,23.718,1.0,0.323,3.2,6.4,50.2,0.3,1.6,19.4,2.9,4.8,60.4,0.7,0.9,72.2,7.4,2025,39,925,-0.3,-4.4,21,10,48,21,20,3,161,9,19,70.0,101.0,31.0,57.0,12.0,29.0,3.0,20.0,9.0,42.0,12.0,62.0,125.0,249.0,0.693069306930693,0.543859649122807,0.4137931034482758,0.15,0.2142857142857142,0.1935483870967742,0.5020080321285141,0.4056224899598393,0.2289156626506024,0.1164658634538152,0.0803212851405622,0.1686746987951807,0.2489959839357429,249.0,36.0,62.0,58.0,61.0,190.0,200.0,35.0,42.0,10.0,13.0,1323.8833333333332,0.040160642570281124,0.05220883534136546,temi_fagbenle|GSV
player_sania_feagin,Sania Feagin,LAS,F,sania_feagin|LAS,70,148.4,22,16,4.812,,1.049,0.6,1.8,35.7,0.0,0.3,0.0,0.6,1.5,41.7,0.0,0.1,0.0,1.3,2025,16,77,-21.6,-19.4,2,3,8,2,0,0,9,0,5,9.0,12.0,1.0,11.0,0.0,1.0,,,0.0,4.0,,,,,0.75,0.0909090909090909,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2.0,4.0,7.0,4.0,11.0,19.0,0.0,11.0,0.0,1.0,106.46666666666667,0.0,0.03571428571428571,sania_feagin|LAS
player_leonie_fiebich,Leonie Fiebich,NYL,F,leonie_fiebich|NYL,73,159.8714285714286,26,37,28.135,1.0,0.275,2.9,6.0,48.9,1.4,3.2,42.5,1.5,2.7,56.4,1.5,1.7,87.1,8.7,2025,37,1041,7.5,5.6,25,10,33,6,23,6,151,3,5,38.0,58.0,13.0,30.0,6.0,13.0,15.0,25.0,36.0,95.0,51.0,120.0,108.0,221.0,0.6551724137931034,0.4333333333333333,0.4615384615384615,0.6,0.3789473684210526,0.425,0.4886877828054298,0.2624434389140271,0.1357466063348416,0.0588235294117647,0.1131221719457013,0.4298642533936652,0.5429864253393665,221.0,62.0,120.0,45.0,64.0,131.0,159.0,34.0,19.0,4.0,24.0,1533.7,0.01809954751131222,0.1085972850678733,leonie_fiebich|NYL
player_rebekah_gardner,Rebekah Gardner,NYL,G,rebekah_gardner|NYL,72,156.31428571428577,35,41,12.244,,0.259,1.3,2.7,50.0,0.5,1.0,47.6,0.9,1.7,51.5,0.5,0.7,81.5,3.7,2025,41,502,4.8,-0.6,8,6,34,3,11,2,65,1,12,28.0,45.0,5.0,20.0,2.0,3.0,3.0,11.0,17.0,31.0,20.0,42.0,55.0,110.0,0.6222222222222222,0.25,0.6666666666666666,0.2727272727272727,0.5483870967741935,0.4761904761904761,0.5,0.4090909090909091,0.1818181818181818,0.0272727272727272,0.1,0.2818181818181818,0.3818181818181818,110.0,27.0,42.0,23.0,25.0,74.0,90.0,25.0,19.0,4.0,16.0,635.9666666666667,0.03636363636363636,0.14545454545454545,rebekah_gardner|NYL
player_luisa_geiselsoder,Luisa Geiselsoder,DAL,C,luisa_geiselsoder|DAL,74,165.0,25,28,22.429,1.0,0.434,2.7,6.4,42.5,1.1,3.4,33.0,1.6,3.0,52.9,0.3,0.4,81.8,6.9,2025,28,628,-10.4,-3.4,17,2,34,8,4,0,100,1,6,19.0,24.0,13.0,34.0,13.0,27.0,4.0,10.0,27.0,84.0,31.0,94.0,76.0,179.0,0.7916666666666666,0.3823529411764705,0.4814814814814814,0.4,0.3214285714285714,0.3297872340425531,0.4245810055865922,0.1340782122905028,0.1899441340782122,0.1508379888268156,0.0558659217877094,0.4692737430167598,0.5251396648044693,179.0,11.0,94.0,28.0,44.0,133.0,92.0,22.0,25.0,1.0,8.0,875.7166666666667,0.00558659217877095,0.0446927374301676,luisa_geiselsoder|DAL
player_allisha_gray,Allisha Gray,ATL,G,allisha_gray|ATL,74,165.20000000000002,31,42,34.548,1.0,0.427,5.9,13.0,45.1,2.3,6.1,38.4,3.5,6.9,50.9,4.4,5.5,79.9,18.4,2025,42,1451,9.4,-1.3,36,28,43,4,102,15,350,22,32,90.0,147.0,45.0,110.0,13.0,34.0,1.0,9.0,97.0,246.0,98.0,255.0,246.0,546.0,0.6122448979591837,0.4090909090909091,0.3823529411764705,0.1111111111111111,0.3943089430894309,0.3843137254901961,0.4505494505494505,0.2692307692307692,0.2014652014652014,0.0622710622710622,0.0164835164835164,0.4505494505494505,0.467032967032967,558.0,232.0,267.0,74.0,149.0,223.0,291.0,45.0,47.0,22.0,84.0,2084.75,0.03942652329749104,0.15053763440860216,allisha_gray|ATL
player_chelsea_gray,Chelsea Gray,LVA,G,chelsea_gray|LVA,73,160.4,33,44,31.091,1.0,0.333,3.8,8.8,43.9,1.4,3.9,36.8,2.4,4.9,49.5,2.1,2.4,88.5,11.2,2025,44,1368,6.6,12.7,93,18,38,8,34,11,558,8,9,21.0,28.0,35.0,78.0,50.0,108.0,5.0,13.0,58.0,158.0,63.0,171.0,169.0,385.0,0.75,0.4487179487179487,0.4629629629629629,0.3846153846153846,0.3670886075949367,0.3684210526315789,0.4389610389610389,0.0727272727272727,0.2025974025974026,0.2805194805194805,0.0337662337662337,0.4103896103896104,0.4441558441558441,385.0,104.0,171.0,125.0,239.0,173.0,183.0,62.0,36.0,18.0,33.0,1941.8999999999999,0.046753246753246755,0.08571428571428572,chelsea_gray|LVA
player_brittney_griner,Brittney Griner,ATL,C,brittney_griner|ATL,75,169.32222222222222,35,39,20.769,1.0,0.452,4.0,7.7,51.8,0.1,0.5,26.3,3.9,7.2,53.5,1.7,2.2,76.5,9.8,2025,39,810,1.5,-15.1,16,8,25,27,42,2,90,9,10,70.0,100.0,58.0,115.0,23.0,67.0,0.0,1.0,5.0,18.0,5.0,19.0,156.0,301.0,0.7,0.5043478260869565,0.3432835820895522,0.0,0.2777777777777778,0.2631578947368421,0.5182724252491694,0.3322259136212624,0.3820598006644518,0.2225913621262458,0.0033222591362126,0.0598006644518272,0.0631229235880398,301.0,85.0,19.0,59.0,33.0,203.0,198.0,5.0,57.0,11.0,4.0,1112.2166666666667,0.036544850498338874,0.013289036544850499,brittney_griner|ATL
player_megan_gustafson,Megan Gustafson,LVA,C,megan_gustafson|LVA,72,155.72000000000003,29,20,11.3,,0.566,1.0,2.9,35.1,0.7,2.0,33.3,0.4,0.9,38.9,0.4,0.8,46.7,3.0,2025,20,226,-12.5,-18.7,2,1,20,3,7,1,12,1,0,4.0,5.0,3.0,11.0,0.0,2.0,4.0,10.0,9.0,29.0,13.0,39.0,20.0,57.0,0.8,0.2727272727272727,0.0,0.4,0.3103448275862069,0.3333333333333333,0.3508771929824561,0.087719298245614,0.1929824561403508,0.0350877192982456,0.175438596491228,0.5087719298245614,0.6842105263157895,57.0,15.0,39.0,6.0,5.0,36.0,59.0,3.0,6.0,1.0,8.0,287.8,0.017543859649122806,0.14035087719298245,megan_gustafson|LVA
player_dearica_hamby,Dearica Hamby,LAS,F,dearica_hamby|LAS,77,177.32000000000002,32,44,31.227,1.0,0.471,7.4,12.9,57.2,0.3,1.2,27.8,7.0,11.6,60.4,3.4,5.4,62.7,18.4,2025,44,1374,0.3,15.2,57,37,51,14,126,10,344,43,75,254.0,360.0,51.0,146.0,4.0,6.0,1.0,5.0,14.0,47.0,15.0,52.0,324.0,564.0,0.7055555555555556,0.3493150684931507,0.6666666666666666,0.2,0.2978723404255319,0.2884615384615384,0.574468085106383,0.6382978723404256,0.2588652482269503,0.0106382978723404,0.0088652482269503,0.0833333333333333,0.0921985815602836,566.0,236.0,54.0,117.0,144.0,349.0,344.0,69.0,96.0,33.0,67.0,2117.6,0.05830388692579505,0.11837455830388692,dearica_hamby|LAS
player_isabelle_harrison,Isabelle Harrison,NYL,F,isabelle_harrison|NYL,73,159.9,32,34,10.588,,0.517,1.9,3.9,48.5,0.1,0.4,26.7,1.8,3.5,51.3,1.0,1.3,76.7,4.9,2025,34,360,1.7,-4.4,7,8,23,5,19,1,67,5,13,34.0,50.0,21.0,51.0,6.0,18.0,1.0,3.0,3.0,12.0,4.0,15.0,65.0,134.0,0.68,0.4117647058823529,0.3333333333333333,0.3333333333333333,0.25,0.2666666666666666,0.4850746268656716,0.373134328358209,0.3805970149253731,0.1343283582089552,0.0223880597014925,0.0895522388059701,0.1119402985074626,134.0,43.0,15.0,23.0,24.0,89.0,80.0,20.0,15.0,1.0,6.0,463.3,0.007462686567164179,0.04477611940298507,isabelle_harrison|NYL
player_tyasha_harris,Tyasha Harris,DAL,G,tyasha_harris|DAL,71,151.51999999999998,27,5,16.4,,1.921,1.6,3.6,44.4,1.0,2.2,45.5,0.6,1.4,42.9,0.4,0.4,100.0,4.6,2025,5,82,10.9,20.0,2,1,5,0,1,1,29,0,1,1.0,3.0,0.0,2.0,2.0,2.0,0.0,2.0,5.0,9.0,5.0,11.0,8.0,18.0,0.3333333333333333,0.0,1.0,0.0,0.5555555555555556,0.4545454545454545,0.4444444444444444,0.1666666666666666,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.5,0.6111111111111112,18.0,2.0,11.0,3.0,13.0,5.0,7.0,2.0,3.0,0.0,2.0,122.98333333333332,0.0,0.1111111111111111,tyasha_harris|DAL
player_bria_hartley,Bria Hartley,CON,G,bria_hartley|CON,71,152.66,33,38,22.816,1.0,0.438,2.8,7.7,36.2,1.4,3.9,36.7,1.4,3.8,35.6,1.9,2.4,77.2,8.9,2025,38,867,-14.9,-3.7,37,16,30,7,34,5,259,2,24,25.0,57.0,6.0,40.0,21.0,49.0,5.0,14.0,49.0,131.0,54.0,145.0,106.0,291.0,0.4385964912280701,0.15,0.4285714285714285,0.3571428571428571,0.3740458015267175,0.3724137931034483,0.3642611683848797,0.1958762886597938,0.1374570446735395,0.1683848797250859,0.0481099656357388,0.4501718213058419,0.4982817869415807,293.0,92.0,147.0,69.0,117.0,75.0,193.0,29.0,24.0,5.0,48.0,1197.0166666666667,0.017064846416382253,0.16382252559726962,bria_hartley|CON
player_tiffany_hayes,Tiffany Hayes,GSV,G,tiffany_hayes|GSV,73,159.94,36,26,26.923,1.0,0.636,3.8,9.1,41.8,1.6,3.9,40.6,2.2,5.2,42.6,2.5,3.1,80.0,11.7,2025,26,700,5.2,5.6,31,16,19,0,25,8,192,2,18,32.0,60.0,24.0,67.0,2.0,9.0,5.0,8.0,36.0,92.0,41.0,100.0,99.0,236.0,0.5333333333333333,0.3582089552238806,0.2222222222222222,0.625,0.391304347826087,0.41,0.4194915254237288,0.2542372881355932,0.2838983050847458,0.0381355932203389,0.0338983050847457,0.3898305084745763,0.423728813559322,237.0,80.0,101.0,49.0,77.0,100.0,141.0,14.0,22.0,10.0,18.0,1017.5999999999999,0.04219409282700422,0.0759493670886076,tiffany_hayes|GSV
player_lexi_held,Lexi Held,PHO,G,lexi_held|PHO,71,151.29999999999998,26,32,14.719,,0.482,1.9,5.1,37.8,0.9,2.8,30.8,1.1,2.3,46.6,0.6,0.7,81.8,5.3,2025,32,471,-7.4,-15.1,17,11,18,0,8,2,81,0,9,13.0,24.0,9.0,23.0,12.0,26.0,4.0,12.0,24.0,78.0,28.0,90.0,62.0,163.0,0.5416666666666666,0.391304347826087,0.4615384615384615,0.3333333333333333,0.3076923076923077,0.3111111111111111,0.3803680981595092,0.147239263803681,0.1411042944785276,0.1595092024539877,0.0736196319018405,0.4785276073619632,0.5521472392638037,164.0,22.0,91.0,28.0,35.0,34.0,71.0,23.0,14.0,4.0,14.0,616.9,0.024390243902439025,0.08536585365853659,lexi_held|PHO
player_natisha_hiedeman,Natisha Hiedeman,MIN,G,natisha_hiedeman|MIN,71,152.78,28,44,18.932,,0.383,3.4,7.0,49.2,1.0,2.8,37.1,2.4,4.2,57.4,1.2,1.5,76.1,9.1,2025,44,833,12.4,0.0,38,13,37,1,28,9,298,5,16,78.0,104.0,21.0,57.0,6.0,22.0,5.0,12.0,41.0,108.0,46.0,120.0,151.0,303.0,0.75,0.3684210526315789,0.2727272727272727,0.4166666666666667,0.3796296296296296,0.3833333333333333,0.4983498349834983,0.3432343234323432,0.1881188118811881,0.0726072607260726,0.0396039603960396,0.3564356435643564,0.396039603960396,307.0,67.0,124.0,54.0,123.0,82.0,130.0,32.0,25.0,8.0,51.0,1164.9833333333333,0.026058631921824105,0.16612377850162866,natisha_hiedeman|MIN
player_naz_hillmon,Naz Hillmon,ATL,F,naz_hillmon|ATL,75,167.72,25,44,25.5,,0.272,3.2,6.8,46.3,1.2,3.8,32.1,2.0,3.1,63.7,1.1,1.3,83.1,8.6,2025,44,1122,14.5,13.3,30,7,30,7,28,3,255,3,14,80.0,112.0,5.0,18.0,1.0,5.0,4.0,23.0,49.0,142.0,53.0,165.0,139.0,300.0,0.7142857142857143,0.2777777777777778,0.2,0.1739130434782608,0.3450704225352112,0.3212121212121212,0.4633333333333333,0.3733333333333333,0.06,0.0166666666666666,0.0766666666666666,0.4733333333333333,0.55,300.0,59.0,165.0,50.0,105.0,271.0,124.0,21.0,33.0,10.0,18.0,1557.1833333333334,0.03333333333333333,0.06,naz_hillmon|ATL
player_myisha_hines_allen,Myisha Hines-Allen,DAL,F,myisha_hines_allen|DAL,75,167.94,30,40,22.05,1.0,0.381,2.8,6.2,45.0,0.4,1.5,26.7,2.4,4.7,50.8,1.6,2.1,74.7,7.6,2025,40,882,-5.8,4.7,43,17,53,16,39,5,264,7,16,59.0,113.0,30.0,55.0,7.0,21.0,3.0,7.0,13.0,52.0,16.0,59.0,112.0,248.0,0.5221238938053098,0.5454545454545454,0.3333333333333333,0.4285714285714285,0.25,0.2711864406779661,0.4516129032258064,0.4556451612903225,0.2217741935483871,0.0846774193548387,0.0282258064516129,0.2096774193548387,0.2379032258064516,249.0,83.0,60.0,87.0,116.0,240.0,186.0,32.0,34.0,6.0,19.0,1249.4666666666667,0.024096385542168676,0.07630522088353414,myisha_hines_allen|DAL
player_joyner_holmes,Joyner Holmes,LVA,F,joyner_holmes|LVA,71,152.23999999999998,27,6,4.833,,2.855,0.5,2.0,25.0,0.2,0.8,20.0,0.3,1.2,28.6,0.0,0.0,,1.2,2025,6,29,-3.8,-7.7,0,1,1,1,0,0,0,0,0,0.0,1.0,2.0,3.0,0.0,3.0,0.0,1.0,1.0,4.0,1.0,5.0,3.0,12.0,0.0,0.6666666666666666,0.0,0.0,0.25,0.2,0.25,0.0833333333333333,0.25,0.25,0.0833333333333333,0.3333333333333333,0.4166666666666667,,,,,,,,,,,,,,,joyner_holmes|LVA
player_mackenzie_holmes,Mackenzie Holmes,SEA,F,mackenzie_holmes|SEA,70,148.8,25,10,5.8,,0.434,0.5,0.7,71.4,0.0,0.0,,0.5,0.7,71.4,0.0,0.0,,1.0,2025,10,58,-23.1,-26.1,0,0,3,0,0,1,6,0,0,3.0,3.0,2.0,2.0,0.0,2.0,,,0.0,0.0,,,,,1.0,1.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,9.0,9.0,5.0,1.0,0.0,1.0,72.86666666666667,0.0,0.14285714285714285,mackenzie_holmes|SEA
