bucket,raw_name,norm,suggest_norm,suggest_playerName,suggest_playerId,suggest_teamId,game_id
foul_committed,Lexie,lexie,,,,,009fc0bc-e36e-47b2-b5c5-e5cab9b252d1
foul_committed,Natasha,natasha,,,,,009fc0bc-e36e-47b2-b5c5-e5cab9b252d1
foul_committed,Gabby,gabby,,,,,009fc0bc-e36e-47b2-b5c5-e5cab9b252d1
foul_committed,Natasha,natasha,,,,,009fc0bc-e36e-47b2-b5c5-e5cab9b252d1
foul_committed,Ezi,ezi,,,,,009fc0bc-e36e-47b2-b5c5-e5cab9b252d1
foul_committed,Aliyah,aliyah,,,,,009fc0bc-e36e-47b2-b5c5-e5cab9b252d1
foul_committed,Gabby,gabby,,,,,009fc0bc-e36e-47b2-b5c5-e5cab9b252d1
foul_committed,Skylar,skylar,,,,,009fc0bc-e36e-47b2-b5c5-e5cab9b252d1
foul_committed,Sophie,sophie,,,,,009fc0bc-e36e-47b2-b5c5-e5cab9b252d1
foul_committed,Zia,zia,,,,,009fc0bc-e36e-47b2-b5c5-e5cab9b252d1
foul_committed,Damiris,damiris,,,,,009fc0bc-e36e-47b2-b5c5-e5cab9b252d1
foul_committed,Zia,zia,,,,,009fc0bc-e36e-47b2-b5c5-e5cab9b252d1
foul_committed,Erica,erica,,,,,009fc0bc-e36e-47b2-b5c5-e5cab9b252d1
foul_committed,Kelsey,kelsey,,,,,009fc0bc-e36e-47b2-b5c5-e5cab9b252d1
foul_committed,Damiris,damiris,,,,,009fc0bc-e36e-47b2-b5c5-e5cab9b252d1
foul_committed,Erica,erica,,,,,009fc0bc-e36e-47b2-b5c5-e5cab9b252d1
foul_committed,Skylar,skylar,,,,,009fc0bc-e36e-47b2-b5c5-e5cab9b252d1
foul_committed,Natasha,natasha,,,,,009fc0bc-e36e-47b2-b5c5-e5cab9b252d1
foul_committed,Ezi,ezi,,,,,009fc0bc-e36e-47b2-b5c5-e5cab9b252d1
foul_committed,Nneka,nneka,,,,,009fc0bc-e36e-47b2-b5c5-e5cab9b252d1
foul_committed,Damiris,damiris,,,,,009fc0bc-e36e-47b2-b5c5-e5cab9b252d1
foul_committed,Lexie,lexie,,,,,009fc0bc-e36e-47b2-b5c5-e5cab9b252d1
foul_committed,Lexie,lexie,,,,,009fc0bc-e36e-47b2-b5c5-e5cab9b252d1
foul_committed,Natasha,natasha,,,,,009fc0bc-e36e-47b2-b5c5-e5cab9b252d1
foul_committed,Kelsey,kelsey,,,,,009fc0bc-e36e-47b2-b5c5-e5cab9b252d1
foul_committed,Alysha,alysha,,,,,009fc0bc-e36e-47b2-b5c5-e5cab9b252d1
foul_committed,Nneka,nneka,,,,,009fc0bc-e36e-47b2-b5c5-e5cab9b252d1
foul_committed,Erica,erica,,,,,009fc0bc-e36e-47b2-b5c5-e5cab9b252d1
foul_committed,Ezi,ezi,,,,,009fc0bc-e36e-47b2-b5c5-e5cab9b252d1
foul_committed,Damiris,damiris,,,,,009fc0bc-e36e-47b2-b5c5-e5cab9b252d1
foul_committed,Zia,zia,,,,,009fc0bc-e36e-47b2-b5c5-e5cab9b252d1
foul_committed,Brianna,brianna,,,,,009fc0bc-e36e-47b2-b5c5-e5cab9b252d1
foul_committed,Lexie,lexie,,,,,009fc0bc-e36e-47b2-b5c5-e5cab9b252d1
foul_committed,Skylar,skylar,,,,,009fc0bc-e36e-47b2-b5c5-e5cab9b252d1
foul_committed,Caitlin,caitlin,,,,,009fc0bc-e36e-47b2-b5c5-e5cab9b252d1
foul_committed,Caitlin,caitlin,,,,,009fc0bc-e36e-47b2-b5c5-e5cab9b252d1
foul_committed,Erica,erica,,,,,009fc0bc-e36e-47b2-b5c5-e5cab9b252d1
turnover,Fever,fever,,,,,009fc0bc-e36e-47b2-b5c5-e5cab9b252d1
foul_committed,Kelsey,kelsey,,,,,009fc0bc-e36e-47b2-b5c5-e5cab9b252d1
foul_committed,Ezi,ezi,,,,,009fc0bc-e36e-47b2-b5c5-e5cab9b252d1
foul_committed,Skylar,skylar,,,,,009fc0bc-e36e-47b2-b5c5-e5cab9b252d1
foul_committed,Aliyah,aliyah,,,,,01384c8c-e038-4abe-b80a-901c44d112ce
foul_committed,Chelsea,chelsea,,,,,01384c8c-e038-4abe-b80a-901c44d112ce
turnover,Aces,aces,,,,,01384c8c-e038-4abe-b80a-901c44d112ce
foul_committed,Lexie,lexie,,,,,01384c8c-e038-4abe-b80a-901c44d112ce
turnover,Aces,aces,,,,,01384c8c-e038-4abe-b80a-901c44d112ce
foul_committed,A'ja,a'ja,,,,,01384c8c-e038-4abe-b80a-901c44d112ce
foul_committed,NaLyssa,nalyssa,,,,,01384c8c-e038-4abe-b80a-901c44d112ce
foul_committed,Aari,aari,,,,,01384c8c-e038-4abe-b80a-901c44d112ce
foul_committed,Sydney,sydney,,,,,01384c8c-e038-4abe-b80a-901c44d112ce
foul_committed,Makayla,makayla,,,,,01384c8c-e038-4abe-b80a-901c44d112ce
foul_committed,Kelsey,kelsey,,,,,01384c8c-e038-4abe-b80a-901c44d112ce
foul_committed,Chelsea,chelsea,,,,,01384c8c-e038-4abe-b80a-901c44d112ce
foul_committed,Jewell,jewell,,,,,01384c8c-e038-4abe-b80a-901c44d112ce
foul_committed,Aaliyah,aaliyah,,,,,01384c8c-e038-4abe-b80a-901c44d112ce
foul_committed,Aliyah,aliyah,,,,,01384c8c-e038-4abe-b80a-901c44d112ce
foul_committed,Chelsea,chelsea,,,,,01384c8c-e038-4abe-b80a-901c44d112ce
foul_committed,A'ja,a'ja,,,,,01384c8c-e038-4abe-b80a-901c44d112ce
foul_committed,Natasha,natasha,,,,,01384c8c-e038-4abe-b80a-901c44d112ce
foul_committed,Aaliyah,aaliyah,,,,,01384c8c-e038-4abe-b80a-901c44d112ce
foul_committed,NaLyssa,nalyssa,,,,,01384c8c-e038-4abe-b80a-901c44d112ce
foul_committed,Aaliyah,aaliyah,,,,,01384c8c-e038-4abe-b80a-901c44d112ce
foul_committed,Aliyah,aliyah,,,,,01384c8c-e038-4abe-b80a-901c44d112ce
foul_committed,Kelsey,kelsey,,,,,01384c8c-e038-4abe-b80a-901c44d112ce
foul_committed,Aliyah,aliyah,,,,,01384c8c-e038-4abe-b80a-901c44d112ce
foul_committed,Jackie,jackie,,,,,01384c8c-e038-4abe-b80a-901c44d112ce
foul_committed,Kiah,kiah,,,,,01384c8c-e038-4abe-b80a-901c44d112ce
foul_committed,Makayla,makayla,,,,,01384c8c-e038-4abe-b80a-901c44d112ce
foul_committed,Sophie,sophie,,,,,01384c8c-e038-4abe-b80a-901c44d112ce
foul_committed,Natasha,natasha,,,,,01384c8c-e038-4abe-b80a-901c44d112ce
foul_committed,Natasha,natasha,,,,,01384c8c-e038-4abe-b80a-901c44d112ce
foul_committed,Jackie,jackie,,,,,01384c8c-e038-4abe-b80a-901c44d112ce
foul_committed,Natasha,natasha,,,,,01384c8c-e038-4abe-b80a-901c44d112ce
foul_committed,NaLyssa,nalyssa,,,,,01384c8c-e038-4abe-b80a-901c44d112ce
foul_committed,Jewell,jewell,,,,,01384c8c-e038-4abe-b80a-901c44d112ce
foul_committed,Dana,dana,,,,,01384c8c-e038-4abe-b80a-901c44d112ce
foul_committed,NaLyssa,nalyssa,,,,,01384c8c-e038-4abe-b80a-901c44d112ce
foul_committed,NaLyssa,nalyssa,,,,,01384c8c-e038-4abe-b80a-901c44d112ce
foul_committed,A'ja,a'ja,,,,,01384c8c-e038-4abe-b80a-901c44d112ce
foul_committed,Stephanie,stephanie,,,,,01384c8c-e038-4abe-b80a-901c44d112ce
foul_committed,Makayla,makayla,,,,,01384c8c-e038-4abe-b80a-901c44d112ce
foul_committed,Sydney,sydney,,,,,01384c8c-e038-4abe-b80a-901c44d112ce
foul_committed,Dana,dana,,,,,01384c8c-e038-4abe-b80a-901c44d112ce
turnover,Fever,fever,,,,,01384c8c-e038-4abe-b80a-901c44d112ce
turnover,Fever,fever,,,,,01384c8c-e038-4abe-b80a-901c44d112ce
foul_committed,Bridget,bridget,,,,,0141c94b-0923-4c3f-8e2f-50513198e128
foul_committed,A'ja,a'ja,,,,,0141c94b-0923-4c3f-8e2f-50513198e128
foul_committed,Jewell,jewell,,,,,0141c94b-0923-4c3f-8e2f-50513198e128
foul_committed,Jewell,jewell,,,,,0141c94b-0923-4c3f-8e2f-50513198e128
foul_committed,Alanna,alanna,,,,,0141c94b-0923-4c3f-8e2f-50513198e128
foul_committed,A'ja,a'ja,,,,,0141c94b-0923-4c3f-8e2f-50513198e128
foul_committed,Maria,maria,,,,,0141c94b-0923-4c3f-8e2f-50513198e128
foul_committed,Jessica,jessica,,,,,0141c94b-0923-4c3f-8e2f-50513198e128
foul_committed,Courtney,courtney,,,,,0141c94b-0923-4c3f-8e2f-50513198e128
foul_committed,Jewell,jewell,,,,,0141c94b-0923-4c3f-8e2f-50513198e128
foul_committed,NaLyssa,nalyssa,,,,,0141c94b-0923-4c3f-8e2f-50513198e128
turnover,Aces,aces,,,,,0141c94b-0923-4c3f-8e2f-50513198e128
foul_committed,Jackie,jackie,,,,,0141c94b-0923-4c3f-8e2f-50513198e128
foul_committed,Napheesa,napheesa,,,,,0141c94b-0923-4c3f-8e2f-50513198e128
foul_committed,Chelsea,chelsea,,,,,0141c94b-0923-4c3f-8e2f-50513198e128
foul_committed,Dana,dana,,,,,0141c94b-0923-4c3f-8e2f-50513198e128
foul_committed,Napheesa,napheesa,,,,,0141c94b-0923-4c3f-8e2f-50513198e128
foul_committed,Jackie,jackie,,,,,0141c94b-0923-4c3f-8e2f-50513198e128
foul_committed,NaLyssa,nalyssa,,,,,0141c94b-0923-4c3f-8e2f-50513198e128
foul_committed,NaLyssa,nalyssa,,,,,0141c94b-0923-4c3f-8e2f-50513198e128
foul_committed,Bridget,bridget,,,,,0141c94b-0923-4c3f-8e2f-50513198e128
foul_committed,Becky,becky,,,,,0141c94b-0923-4c3f-8e2f-50513198e128
foul_committed,Jackie,jackie,,,,,0141c94b-0923-4c3f-8e2f-50513198e128
foul_committed,Kierstan,kierstan,,,,,0141c94b-0923-4c3f-8e2f-50513198e128
foul_committed,Courtney,courtney,,,,,0141c94b-0923-4c3f-8e2f-50513198e128
foul_committed,Bridget,bridget,,,,,0141c94b-0923-4c3f-8e2f-50513198e128
foul_committed,Dana,dana,,,,,0141c94b-0923-4c3f-8e2f-50513198e128
