game_id,event_id,event_type,role,raw_name,problem
01384c8c-e038-4abe-b80a-901c44d112ce,4235d71d-8991-4352-a20e-cab41dbae05b,personalfoul,fouler,Aliyah,name_not_found
01384c8c-e038-4abe-b80a-901c44d112ce,9a4e701e-e6e7-4982-98d0-0632bd214772,personalfoul,fouler,Chelsea,name_not_found
01384c8c-e038-4abe-b80a-901c44d112ce,c0df83c8-50a0-4d3f-b9cd-eb8eefe0a69c,turnover,turnover_player,Aces,name_not_found
01384c8c-e038-4abe-b80a-901c44d112ce,ae3793c8-a897-41dc-ad30-d72972400886,personalfoul,fouler,Lexie,name_not_found
01384c8c-e038-4abe-b80a-901c44d112ce,3f91ce6c-46f0-42b1-9df0-d4dfca06b533,turnover,turnover_player,Aces,name_not_found
01384c8c-e038-4abe-b80a-901c44d112ce,620c67b3-4fd5-4195-8968-fcbedba7fe02,personalfoul,fouler,A'ja,name_not_found
01384c8c-e038-4abe-b80a-901c44d112ce,f6fe48c6-062d-4a3e-a11e-925bdd213d27,shootingfoul,fouler,NaLyssa,name_not_found
01384c8c-e038-4abe-b80a-901c44d112ce,d7a988c7-a5a3-41ec-81ca-c69aa5117c98,personalfoul,fouler,Aari,name_not_found
01384c8c-e038-4abe-b80a-901c44d112ce,72c01944-a4f0-4986-b396-d9b36f50e5e6,shootingfoul,fouler,Sydney,name_not_found
01384c8c-e038-4abe-b80a-901c44d112ce,56715665-8391-43f8-a333-d5bbc84d316a,shootingfoul,fouler,Makayla,name_not_found
01384c8c-e038-4abe-b80a-901c44d112ce,7077313d-5e3b-480f-a6ec-eb75cb9100f7,personalfoul,fouler,Kelsey,name_not_found
01384c8c-e038-4abe-b80a-901c44d112ce,2352265c-9260-4ed4-889c-fae5bfab03a5,personalfoul,fouler,Chelsea,name_not_found
01384c8c-e038-4abe-b80a-901c44d112ce,b6eac078-0633-40ef-a5c2-251ee6f78ba8,offensivefoul,fouler,Jewell,name_not_found
01384c8c-e038-4abe-b80a-901c44d112ce,32dce639-c584-4bdb-9b51-971de7db21bd,shootingfoul,fouler,Aaliyah,name_not_found
01384c8c-e038-4abe-b80a-901c44d112ce,9ae5db3d-332e-4813-a31d-154450865268,shootingfoul,fouler,Aliyah,name_not_found
01384c8c-e038-4abe-b80a-901c44d112ce,b6677ba2-e3b0-43a9-9bbd-0bc017e3bb1e,offensivefoul,fouler,Chelsea,name_not_found
01384c8c-e038-4abe-b80a-901c44d112ce,27eaa4ac-bdfe-480f-8ce6-27d12ccd6bb8,shootingfoul,fouler,A'ja,name_not_found
01384c8c-e038-4abe-b80a-901c44d112ce,9f73df83-6239-4639-ac42-c3b9108d744f,personalfoul,fouler,Natasha,name_not_found
01384c8c-e038-4abe-b80a-901c44d112ce,f06a0071-0dc4-4e88-a3a2-e92dcd9becfb,shootingfoul,fouler,Aaliyah,name_not_found
01384c8c-e038-4abe-b80a-901c44d112ce,51a78611-a8e4-44f1-887b-ff5f7e54983a,offensivefoul,fouler,NaLyssa,name_not_found
01384c8c-e038-4abe-b80a-901c44d112ce,c52e8731-4d9c-4f0a-983a-cc185621c518,personalfoul,fouler,Aaliyah,name_not_found
01384c8c-e038-4abe-b80a-901c44d112ce,57db25ee-bb91-4399-ad1b-7c0ac7eb9c48,shootingfoul,fouler,Aliyah,name_not_found
01384c8c-e038-4abe-b80a-901c44d112ce,be9398ea-ae2b-402b-a745-1e7c1d6173fb,shootingfoul,fouler,Kelsey,name_not_found
01384c8c-e038-4abe-b80a-901c44d112ce,e834accd-f3ef-4420-bbe7-266ec2e68ac5,shootingfoul,fouler,Aliyah,name_not_found
01384c8c-e038-4abe-b80a-901c44d112ce,c0010a4e-d78b-4626-a4c2-0e605dbcd84b,offensivefoul,fouler,Jackie,name_not_found
01384c8c-e038-4abe-b80a-901c44d112ce,09bbc3ac-a188-4444-88ae-9afbd19cfa8a,shootingfoul,fouler,Kiah,name_not_found
01384c8c-e038-4abe-b80a-901c44d112ce,6ffd355a-b036-4774-a1e6-cb5c70e02db9,shootingfoul,fouler,Makayla,name_not_found
01384c8c-e038-4abe-b80a-901c44d112ce,34048d15-d008-4f2c-a471-d6a6c8220d38,personalfoul,fouler,Sophie,name_not_found
01384c8c-e038-4abe-b80a-901c44d112ce,7d56abdf-a351-4493-847d-91811c2e7502,shootingfoul,fouler,Natasha,name_not_found
01384c8c-e038-4abe-b80a-901c44d112ce,862d603a-41f3-4eb3-a66d-f00dd9cb8fa0,shootingfoul,fouler,Natasha,name_not_found
01384c8c-e038-4abe-b80a-901c44d112ce,236cbfbf-6d6a-492d-9f71-d3bc96cddd96,personalfoul,fouler,Jackie,name_not_found
01384c8c-e038-4abe-b80a-901c44d112ce,c5284cd4-f770-46c0-bfd8-101d0429e6fb,shootingfoul,fouler,Natasha,name_not_found
01384c8c-e038-4abe-b80a-901c44d112ce,7ef224fa-5fd9-4d3d-95a3-a693929a4288,personalfoul,fouler,NaLyssa,name_not_found
01384c8c-e038-4abe-b80a-901c44d112ce,78252254-076a-4e2e-981c-8f05377bca11,personalfoul,fouler,Jewell,name_not_found
01384c8c-e038-4abe-b80a-901c44d112ce,ca96a003-0701-4de2-baf0-2a88e99ca10c,shootingfoul,fouler,Dana,name_not_found
01384c8c-e038-4abe-b80a-901c44d112ce,8b042cfb-5e6f-430a-b82f-3828b1f7728c,personalfoul,fouler,NaLyssa,name_not_found
01384c8c-e038-4abe-b80a-901c44d112ce,53d30019-fd06-4f50-a0f7-498b2ce245e1,personalfoul,fouler,NaLyssa,name_not_found
01384c8c-e038-4abe-b80a-901c44d112ce,65df94d6-e073-4f9a-9d09-baaec31aec33,offensivefoul,fouler,A'ja,name_not_found
01384c8c-e038-4abe-b80a-901c44d112ce,bf75bd15-a1f0-4e92-9377-f5d35af226ae,technicalfoul,fouler,Stephanie,name_not_found
01384c8c-e038-4abe-b80a-901c44d112ce,cc6df593-39f4-4fdc-8c25-48ff6f1d24bc,personalfoul,fouler,Makayla,name_not_found
01384c8c-e038-4abe-b80a-901c44d112ce,a456bf53-413e-40cb-b927-ce40b7bcef06,personalfoul,fouler,Sydney,name_not_found
01384c8c-e038-4abe-b80a-901c44d112ce,0cae0ade-57b0-4d45-8f23-226aef4bc2a8,personalfoul,fouler,Dana,name_not_found
01384c8c-e038-4abe-b80a-901c44d112ce,41fdce05-05a8-4d74-aaac-da5d7d6b3ddc,turnover,turnover_player,Fever,name_not_found
01384c8c-e038-4abe-b80a-901c44d112ce,e77a37c9-4a65-4248-b589-1d0e4a801c3b,turnover,turnover_player,Fever,name_not_found
0141c94b-0923-4c3f-8e2f-50513198e128,b1c1f722-2242-4233-81ce-6e39a2e4634d,personalfoul,fouler,Bridget,name_not_found
0141c94b-0923-4c3f-8e2f-50513198e128,33deeb71-4f27-4344-ac20-6efb316ed4f5,personalfoul,fouler,A'ja,name_not_found
0141c94b-0923-4c3f-8e2f-50513198e128,8b9764e6-3c1c-416c-80d2-9ab0244559a0,personalfoul,fouler,Jewell,name_not_found
0141c94b-0923-4c3f-8e2f-50513198e128,d245c7f7-834a-4659-b4b6-cb84e1efeda1,shootingfoul,fouler,Jewell,name_not_found
0141c94b-0923-4c3f-8e2f-50513198e128,7e958b05-1217-470b-a82f-60aec6a4e443,shootingfoul,fouler,Alanna,name_not_found
0141c94b-0923-4c3f-8e2f-50513198e128,c5acf46a-7068-44db-a0f6-848fd11c98d8,shootingfoul,fouler,A'ja,name_not_found
0141c94b-0923-4c3f-8e2f-50513198e128,8b837140-44d0-4f51-9b50-3107576782ed,shootingfoul,fouler,Maria,name_not_found
0141c94b-0923-4c3f-8e2f-50513198e128,b71c882c-a44e-4a83-a3d6-0b4aab27602b,personalfoul,fouler,Jessica,name_not_found
0141c94b-0923-4c3f-8e2f-50513198e128,2cab4711-9413-4651-a012-c2d70ba019e9,personalfoul,fouler,Courtney,name_not_found
0141c94b-0923-4c3f-8e2f-50513198e128,eda17b65-5acd-45dc-8af3-698c503577b8,personalfoul,fouler,Jewell,name_not_found
0141c94b-0923-4c3f-8e2f-50513198e128,c5063c48-3f04-4f67-aa90-efa6ec71eb66,personalfoul,fouler,NaLyssa,name_not_found
0141c94b-0923-4c3f-8e2f-50513198e128,a3696069-8b68-4a36-87e4-52b3721b36e1,turnover,turnover_player,Aces,name_not_found
0141c94b-0923-4c3f-8e2f-50513198e128,af15ffc7-17d3-4a3d-a457-2429cea4f1fa,personalfoul,fouler,Jackie,name_not_found
0141c94b-0923-4c3f-8e2f-50513198e128,e3f81008-c44f-43dc-aca2-a4f4c456ce7f,shootingfoul,fouler,Napheesa,name_not_found
0141c94b-0923-4c3f-8e2f-50513198e128,f6ffec49-abc0-4eb7-8371-b4a2e57e20c1,personalfoul,fouler,Chelsea,name_not_found
0141c94b-0923-4c3f-8e2f-50513198e128,208b78e5-03c4-4c3b-a415-37dc6584f153,personalfoul,fouler,Dana,name_not_found
0141c94b-0923-4c3f-8e2f-50513198e128,64a8eded-7894-4118-a6fa-b21e734fe319,personalfoul,fouler,Napheesa,name_not_found
0141c94b-0923-4c3f-8e2f-50513198e128,88c78bea-4363-4b76-a5c7-795db10a7024,shootingfoul,fouler,Jackie,name_not_found
0141c94b-0923-4c3f-8e2f-50513198e128,3518eede-49d8-4878-84a2-56c6af782483,personalfoul,fouler,NaLyssa,name_not_found
0141c94b-0923-4c3f-8e2f-50513198e128,f6992f71-7aa0-451b-b30d-ae09abcb55bd,shootingfoul,fouler,NaLyssa,name_not_found
0141c94b-0923-4c3f-8e2f-50513198e128,f8e6cc0e-6977-4e07-95e5-07af9cca41bb,shootingfoul,fouler,Bridget,name_not_found
0141c94b-0923-4c3f-8e2f-50513198e128,889fd264-d8e2-4404-a85d-187b5e3d5aaa,technicalfoul,fouler,Becky,name_not_found
0141c94b-0923-4c3f-8e2f-50513198e128,f01e930e-ac84-468e-a903-27f7dcc55cca,shootingfoul,fouler,Jackie,name_not_found
0141c94b-0923-4c3f-8e2f-50513198e128,78071357-c032-46b0-a065-4fd42193192e,shootingfoul,fouler,Kierstan,name_not_found
0141c94b-0923-4c3f-8e2f-50513198e128,7d7f9e2c-a44b-4ac6-a5a0-a6ec98c367ec,shootingfoul,fouler,Courtney,name_not_found
0141c94b-0923-4c3f-8e2f-50513198e128,a73e20b9-b49e-4830-98e4-82ba60668fcf,personalfoul,fouler,Bridget,name_not_found
0141c94b-0923-4c3f-8e2f-50513198e128,bee00080-6705-4ca8-a5c2-eb1e758f3c9e,personalfoul,fouler,Dana,name_not_found
0141c94b-0923-4c3f-8e2f-50513198e128,24a347a1-b119-4f61-8f0c-bde46b87cf94,personalfoul,fouler,Jackie,name_not_found
0141c94b-0923-4c3f-8e2f-50513198e128,5c92cefe-c660-45f5-9249-d65da92ec50a,personalfoul,fouler,Megan,name_not_found
0141c94b-0923-4c3f-8e2f-50513198e128,4522e33e-d1cb-4288-94d5-7119cd7ba3ab,shootingfoul,fouler,Megan,name_not_found
0141c94b-0923-4c3f-8e2f-50513198e128,c7731e39-06cd-43ec-8afa-9d63543fff2b,shootingfoul,fouler,Natisha,name_not_found
0141c94b-0923-4c3f-8e2f-50513198e128,32b37ef6-f369-41be-a771-a79d57b634c7,shootingfoul,fouler,Kiah,name_not_found
0141c94b-0923-4c3f-8e2f-50513198e128,1660f646-80d0-41a2-b035-2e9a6cb1bfb6,personalfoul,fouler,Dana,name_not_found
0141c94b-0923-4c3f-8e2f-50513198e128,470f8dbd-cbf4-438d-8351-accc9e7be3dd,personalfoul,fouler,Natisha,name_not_found
0141c94b-0923-4c3f-8e2f-50513198e128,45255725-5bcf-4d60-9485-01be8b0e08bd,personalfoul,fouler,Megan,name_not_found
0141c94b-0923-4c3f-8e2f-50513198e128,06a59a11-a3bd-4a04-ab57-26baf8d785a6,personalfoul,fouler,Megan,name_not_found
0141c94b-0923-4c3f-8e2f-50513198e128,80beeafe-5efd-4158-acbf-d746a1e59662,shootingfoul,fouler,Bridget,name_not_found
0141c94b-0923-4c3f-8e2f-50513198e128,9a684a19-9355-4d32-a1ce-79a074f73c1c,shootingfoul,fouler,Bridget,name_not_found
0141c94b-0923-4c3f-8e2f-50513198e128,221c4ff0-2eda-4f9f-ac25-958ac53908b5,shootingfoul,fouler,Kiah,name_not_found
0141c94b-0923-4c3f-8e2f-50513198e128,c7568faa-3c6f-435a-8b7a-2915367bc849,personalfoul,fouler,Kierstan,name_not_found
0141c94b-0923-4c3f-8e2f-50513198e128,5b2eb7f8-431b-4881-ae2b-967019c1a77e,personalfoul,fouler,Natisha,name_not_found
0141c94b-0923-4c3f-8e2f-50513198e128,85c9d2bf-4b5f-4c48-bb32-0b6317245d08,personalfoul,fouler,Anastasiia,name_not_found
0141c94b-0923-4c3f-8e2f-50513198e128,def5ce4f-0a1f-4ca8-a261-f31235e842a7,personalfoul,fouler,Maria,name_not_found
0141c94b-0923-4c3f-8e2f-50513198e128,c1d67e5d-967f-4eb8-8596-b738f5dc2b75,shootingfoul,fouler,Jewell,name_not_found
0141c94b-0923-4c3f-8e2f-50513198e128,e4ff6841-1a16-4d79-890f-a3d0a755bd10,shootingfoul,fouler,Jewell,name_not_found
0141c94b-0923-4c3f-8e2f-50513198e128,3f2e9075-6264-4100-aeca-bdc67f4fc2fd,personalfoul,fouler,Maria,name_not_found
0141c94b-0923-4c3f-8e2f-50513198e128,8dbe1b62-f6be-4b53-9115-1bb52bdd9b7a,twopointmade,shooter,Anastasiia Olairi Kosu,name_not_found
0141c94b-0923-4c3f-8e2f-50513198e128,46f1fe13-859a-43c7-b286-8b376715729b,twopointmade,shooter,Anastasiia Olairi Kosu,name_not_found
0141c94b-0923-4c3f-8e2f-50513198e128,24b96407-0654-4c5b-b658-b4355980925a,shootingfoul,fouler,Aaliyah,name_not_found
02291b17-b5ee-4973-b184-51149f2c1817,f0d5691d-a0a1-4cd1-8d99-a0785d8da23a,shootingfoul,fouler,Kathryn,name_not_found
02291b17-b5ee-4973-b184-51149f2c1817,feb120d8-bbe4-45b5-832d-2932e4240d05,personalfoul,fouler,Natasha,name_not_found
02291b17-b5ee-4973-b184-51149f2c1817,6837e6f1-0530-40e4-86ed-97ce2b93e466,shootingfoul,fouler,Rebekah,name_not_found
02291b17-b5ee-4973-b184-51149f2c1817,5fb5b945-65fa-48c1-88b8-b68ee5e35b83,personalfoul,fouler,Marine,name_not_found
02291b17-b5ee-4973-b184-51149f2c1817,1b1ff76a-8840-49e2-ad5e-a8e5c7a0d4c1,personalfoul,fouler,Breanna,name_not_found
02291b17-b5ee-4973-b184-51149f2c1817,5ad6a5b9-62b7-4147-bcf4-76131b84bf34,shootingfoul,fouler,Kahleah,name_not_found
02291b17-b5ee-4973-b184-51149f2c1817,39b750e3-6ac9-4849-92c0-4d3877ee7923,technicalfoul,fouler,Natasha,name_not_found
02291b17-b5ee-4973-b184-51149f2c1817,cdbd8156-1ddd-42a4-a667-410f4ae898c6,offensivefoul,fouler,Breanna,name_not_found
02291b17-b5ee-4973-b184-51149f2c1817,24257727-69f7-40f2-854e-f053e3070ccc,personalfoul,fouler,Kalani,name_not_found
02291b17-b5ee-4973-b184-51149f2c1817,ba594cf2-256b-4243-91b8-e65654e41263,shootingfoul,fouler,Natasha,name_not_found
02291b17-b5ee-4973-b184-51149f2c1817,6697f85a-0149-4509-82b6-8b892cdc676d,shootingfoul,fouler,Kathryn,name_not_found
02291b17-b5ee-4973-b184-51149f2c1817,8d2434b5-c2d3-4094-b95a-b22b77477b09,personalfoul,fouler,Alyssa,name_not_found
02291b17-b5ee-4973-b184-51149f2c1817,1bd1dc6a-56b9-4206-ad67-affa9af9f15e,personalfoul,fouler,Kahleah,name_not_found
02291b17-b5ee-4973-b184-51149f2c1817,bd86eb6f-b004-493b-b525-ce2f0d982ef4,shootingfoul,fouler,Rebekah,name_not_found
02291b17-b5ee-4973-b184-51149f2c1817,78e1194d-5d9e-48f8-9c74-8528a06f415d,personalfoul,fouler,Monique,name_not_found
02291b17-b5ee-4973-b184-51149f2c1817,0021afcb-ab67-42ef-be2a-762382c1bc4b,personalfoul,fouler,Breanna,name_not_found
02291b17-b5ee-4973-b184-51149f2c1817,f774972e-9f5b-4047-9942-84816f65fbef,personalfoul,fouler,Marine,name_not_found
02291b17-b5ee-4973-b184-51149f2c1817,42670207-8383-4491-8e2f-d39e306e78dc,shootingfoul,fouler,Natasha,name_not_found
02291b17-b5ee-4973-b184-51149f2c1817,7511933c-0e75-4186-a759-96f75e1088ac,personalfoul,fouler,Kitija,name_not_found
02291b17-b5ee-4973-b184-51149f2c1817,0ab0273c-3251-4d84-afc8-525176685b04,shootingfoul,fouler,Kitija,name_not_found
02291b17-b5ee-4973-b184-51149f2c1817,25069acc-ac4b-4dfb-b12b-8fff18032b46,offensivefoul,fouler,Kalani,name_not_found
02291b17-b5ee-4973-b184-51149f2c1817,5cd682aa-59d1-497c-9100-0c5ff21d7879,shootingfoul,fouler,Kitija,name_not_found
02291b17-b5ee-4973-b184-51149f2c1817,67fbdbbd-e409-4c0f-8462-925e67f47f4e,personalfoul,fouler,Kitija,name_not_found
02291b17-b5ee-4973-b184-51149f2c1817,24cab487-fd5e-45dc-9bcf-cec038db7f68,shootingfoul,fouler,Kalani,name_not_found
02291b17-b5ee-4973-b184-51149f2c1817,fa3a63c6-95cf-4474-9522-314e356b9e9b,shootingfoul,fouler,Kahleah,name_not_found
02291b17-b5ee-4973-b184-51149f2c1817,d937caff-c91a-40f7-b23e-1a3c25b664c9,personalfoul,fouler,Marquesha,name_not_found
02291b17-b5ee-4973-b184-51149f2c1817,d27267b9-2cfb-43f5-b0b3-761f231bdb19,personalfoul,fouler,Kahleah,name_not_found
02291b17-b5ee-4973-b184-51149f2c1817,e8f0abf4-8147-478a-8c43-65cb584e7de0,shootingfoul,fouler,Natasha,name_not_found
02291b17-b5ee-4973-b184-51149f2c1817,e60851b8-0039-46f8-934f-8d7ef2317e41,turnover,turnover_player,Mercury,name_not_found
0293e78b-c940-41cf-a0cd-7e8477e22e8c,125cab95-89b7-4a8a-83d7-eb73a52b0ea6,shootingfoul,fouler,Alysha,name_not_found
0293e78b-c940-41cf-a0cd-7e8477e22e8c,635f1d2c-f2aa-4e4d-9c1b-d9011af88b12,personalfoul,fouler,Breanna,name_not_found
0293e78b-c940-41cf-a0cd-7e8477e22e8c,9ef14877-43c1-489c-b73b-c33c704a90df,turnover,turnover_player,Liberty,name_not_found
0293e78b-c940-41cf-a0cd-7e8477e22e8c,52454912-f5aa-43ba-aaf2-01a9d0e09bef,shootingfoul,fouler,Emily,name_not_found
0293e78b-c940-41cf-a0cd-7e8477e22e8c,69b65bbb-1c71-46cc-be44-b5a4ef218bd6,shootingfoul,fouler,Kennedy,name_not_found
0293e78b-c940-41cf-a0cd-7e8477e22e8c,c54e69c2-2867-48a5-8545-d56fb6d20cb8,shootingfoul,fouler,Stefanie,name_not_found
0293e78b-c940-41cf-a0cd-7e8477e22e8c,f61cfc96-dc9f-429e-8b82-51ed4af5f0b7,shootingfoul,fouler,Lucy,name_not_found
0293e78b-c940-41cf-a0cd-7e8477e22e8c,cd7c169d-386e-4d8f-a395-8dde5f6ab5ab,turnover,turnover_player,Mystics,name_not_found
0293e78b-c940-41cf-a0cd-7e8477e22e8c,abe467bf-65b0-4556-ba68-c0f6bb4e5f3c,shootingfoul,fouler,Emily,name_not_found
0293e78b-c940-41cf-a0cd-7e8477e22e8c,347e60bc-61c4-473d-9621-0ccaa90beb24,personalfoul,fouler,Sug,name_not_found
0293e78b-c940-41cf-a0cd-7e8477e22e8c,5d051995-d33e-4367-963d-67c53de40f7a,personalfoul,fouler,Alysha,name_not_found
0293e78b-c940-41cf-a0cd-7e8477e22e8c,9da46c2e-0b18-42fb-9675-9e2ecfa7abc3,personalfoul,fouler,Stephanie,name_not_found
0293e78b-c940-41cf-a0cd-7e8477e22e8c,74f47bcb-2bd7-4b1a-9503-0aaa04336ac4,shootingfoul,fouler,Sonia,name_not_found
0293e78b-c940-41cf-a0cd-7e8477e22e8c,a0059804-6db2-404e-9510-32df7c365df6,personalfoul,fouler,Alysha,name_not_found
0293e78b-c940-41cf-a0cd-7e8477e22e8c,07205a6b-096c-4d8b-90c1-405736bc8bcf,personalfoul,fouler,Kennedy,name_not_found
0293e78b-c940-41cf-a0cd-7e8477e22e8c,279519ed-85ab-4057-b5b7-1feea2bfd947,shootingfoul,fouler,Lucy,name_not_found
0293e78b-c940-41cf-a0cd-7e8477e22e8c,7c9b9f8f-850b-43b7-9d34-1edfe9f02720,personalfoul,fouler,Stefanie,name_not_found
0293e78b-c940-41cf-a0cd-7e8477e22e8c,cc0affb5-8026-4580-a5aa-2dbf1231b17d,shootingfoul,fouler,Stefanie,name_not_found
0293e78b-c940-41cf-a0cd-7e8477e22e8c,f9084ebd-7d44-4dff-b6ea-40f1cc09e500,personalfoul,fouler,Rebekah,name_not_found
0293e78b-c940-41cf-a0cd-7e8477e22e8c,e3793f1b-afe7-43f4-bb0b-3c39f2d5fb97,personalfoul,fouler,Shakira,name_not_found
0293e78b-c940-41cf-a0cd-7e8477e22e8c,290e01a1-a174-4e0d-9da5-c952a43a5c2d,shootingfoul,fouler,Sug,name_not_found
