season_year,player_id,fga,fgm,avg_dist,sd_dist,avg_hx,avg_hy,att_ab3,att_corner3,att_mid,att_paint,att_rim,made_ab3,made_corner3,made_mid,made_paint,made_rim,fg_rim,share_rim,fg_paint,share_paint,fg_mid,share_mid,fg_corner3,share_corner3,fg_ab3,share_ab3,att_left,att_right,left_share
2025,player_breanna_stewart,392,192,477.78609452719724,92.26760490277907,6.869897959183674,226.22448979591837,38,353,1,0,0,11,181,0,0,0,,0.0,,0.0,0.0,0.002551020408163265,0.5127478753541076,0.9005102040816326,0.2894736842105263,0.09693877551020408,194,198,0.49489795918367346
2025,player_bree_hall,4,1,395.2301610855459,110.28520461841018,177.0,157.0,0,4,0,0,0,0,1,0,0,0,,0.0,,0.0,,0.0,0.25,1.0,,0.0,1,3,0.25
2025,player_bria_hartley,269,106,402.96372681858736,107.15174725070825,42.29368029739777,176.21189591078067,52,213,2,2,0,22,84,0,0,0,,0.0,0.0,0.007434944237918215,0.0,0.007434944237918215,0.39436619718309857,0.79182156133829,0.4230769230769231,0.19330855018587362,121,148,0.44981412639405205
2025,player_brianna_turner,30,13,537.1703318973656,52.72048475727511,100.36666666666666,254.6,0,30,0,0,0,0,13,0,0,0,,0.0,,0.0,,0.0,0.43333333333333335,1.0,,0.0,12,18,0.4
2025,player_bridget_carleton,247,102,410.06064357685796,91.47706944368707,-22.526315789473685,139.04048582995952,35,210,2,0,0,11,91,0,0,0,,0.0,,0.0,0.0,0.008097165991902834,0.43333333333333335,0.8502024291497976,0.3142857142857143,0.1417004048582996,130,117,0.5263157894736842
2025,player_brionna_jones,393,230,516.4116846407761,86.42489636261094,-13.195928753180661,265.7379134860051,31,362,0,0,0,6,224,0,0,0,,0.0,,0.0,,0.0,0.6187845303867403,0.9211195928753181,0.1935483870967742,0.07888040712468193,203,190,0.5165394402035624
2025,player_brittney_griner,291,156,506.1142258543543,65.97613473599591,-37.738831615120276,245.26116838487974,14,277,0,0,0,5,151,0,0,0,,0.0,,0.0,,0.0,0.5451263537906137,0.9518900343642611,0.35714285714285715,0.048109965635738834,156,135,0.5360824742268041
2025,player_brittney_sykes,447,182,470.98279379591736,99.29896599475654,19.16331096196868,216.3020134228188,40,401,5,1,0,12,170,0,0,0,,0.0,0.0,0.0022371364653243847,0.0,0.011185682326621925,0.4239401496259352,0.8970917225950783,0.3,0.0894854586129754,211,236,0.4720357941834452
2025,player_caitlin_clark,187,72,376.27904591321027,124.7441012125426,-0.4117647058823529,183.77005347593584,51,114,22,0,0,17,48,7,0,0,,0.0,,0.0,0.3181818181818182,0.11764705882352941,0.42105263157894735,0.6096256684491979,0.3333333333333333,0.2727272727272727,95,92,0.5080213903743316
2025,player_cameron_brink,75,35,468.6491406664716,100.55882515623267,-23.986666666666668,187.14666666666668,11,64,0,0,0,4,31,0,0,0,,0.0,,0.0,,0.0,0.484375,0.8533333333333334,0.36363636363636365,0.14666666666666667,40,35,0.5333333333333333
2025,player_camryn_taylor,6,1,419.44580046764094,131.51070132910093,-128.66666666666666,205.33333333333334,1,5,0,0,0,0,1,0,0,0,,0.0,,0.0,,0.0,0.2,0.8333333333333334,0.0,0.16666666666666666,4,2,0.6666666666666666
2025,player_carla_leite,206,86,433.59036612321296,104.27492384892821,-12.097087378640778,205.0631067961165,32,172,1,1,0,5,81,0,0,0,,0.0,0.0,0.0048543689320388345,0.0,0.0048543689320388345,0.47093023255813954,0.8349514563106796,0.15625,0.1553398058252427,108,98,0.5242718446601942
2025,player_cecilia_zandalasini,147,67,386.78529771400895,99.70846615055117,-38.054421768707485,171.12244897959184,41,104,2,0,0,13,54,0,0,0,,0.0,,0.0,0.0,0.013605442176870748,0.5192307692307693,0.7074829931972789,0.3170731707317073,0.2789115646258503,79,68,0.5374149659863946
2025,player_chelsea_gray,377,169,396.67756622822037,91.84630267004842,17.55968169761273,175.79045092838197,68,307,2,0,0,24,145,0,0,0,,0.0,,0.0,0.0,0.005305039787798408,0.4723127035830619,0.8143236074270557,0.35294117647058826,0.18037135278514588,180,197,0.47745358090185674
2025,player_cheyenne_parker_tyus,8,5,440.6635916158232,98.42385903685285,8.75,204.75,0,8,0,0,0,0,5,0,0,0,,0.0,,0.0,,0.0,0.625,1.0,,0.0,4,4,0.5
2025,player_chloe_bibby,53,21,386.34996837562215,88.51588325704118,-40.094339622641506,106.64150943396227,10,43,0,0,0,4,17,0,0,0,,0.0,,0.0,,0.0,0.3953488372093023,0.8113207547169812,0.4,0.18867924528301888,30,23,0.5660377358490566
2025,player_christyn_williams,15,6,434.95874970805386,96.44661394711675,88.73333333333333,218.73333333333332,1,14,0,0,0,0,6,0,0,0,,0.0,,0.0,,0.0,0.42857142857142855,0.9333333333333333,0.0,0.06666666666666667,6,9,0.4
2025,player_courtney_vandersloot,58,29,430.74727942193374,110.8098825232824,-65.51724137931035,200.3448275862069,11,47,0,0,0,2,27,0,0,0,,0.0,,0.0,,0.0,0.574468085106383,0.8103448275862069,0.18181818181818182,0.1896551724137931,34,24,0.5862068965517241
2025,player_courtney_williams,574,253,405.2722562330941,83.31169673866384,12.35540069686411,200.49477351916377,86,487,1,0,0,38,215,0,0,0,,0.0,,0.0,0.0,0.0017421602787456446,0.4414784394250513,0.8484320557491289,0.4418604651162791,0.14982578397212543,280,294,0.4878048780487805
2025,player_crystal_bradford,6,2,475.49497381271635,123.6706749986148,122.83333333333333,192.66666666666666,1,5,0,0,0,0,2,0,0,0,,0.0,,0.0,,0.0,0.4,0.8333333333333334,0.0,0.16666666666666666,2,4,0.3333333333333333
2025,player_damiris_dantas,171,63,402.6593917869691,102.08121994657944,-67.12280701754386,203.16959064327486,57,112,2,0,0,18,45,0,0,0,,0.0,,0.0,0.0,0.011695906432748537,0.4017857142857143,0.6549707602339181,0.3157894736842105,0.3333333333333333,102,69,0.5964912280701754
2025,player_dana_evans,260,107,427.96260283524776,96.2505929253119,2.0346153846153845,197.42307692307693,42,217,1,0,0,16,91,0,0,0,,0.0,,0.0,0.0,0.0038461538461538464,0.41935483870967744,0.8346153846153846,0.38095238095238093,0.16153846153846155,129,131,0.49615384615384617
2025,player_dearica_hamby,491,324,528.5841948712234,73.55896878930098,-6.0733197556008145,266.6313645621181,37,454,0,0,0,11,313,0,0,0,,0.0,,0.0,,0.0,0.6894273127753304,0.924643584521385,0.2972972972972973,0.07535641547861507,248,243,0.505091649694501
2025,player_dewanna_bonner,239,105,447.15824687678156,109.99218913769344,-68.03347280334728,166.17573221757323,29,206,3,1,0,10,94,1,0,0,,0.0,0.0,0.0041841004184100415,0.3333333333333333,0.012552301255230125,0.4563106796116505,0.8619246861924686,0.3448275862068966,0.12133891213389121,139,100,0.5815899581589958
2025,player_diamond_miller,123,54,448.92409139192625,111.57408406473122,-21.910569105691057,208.77235772357724,23,100,0,0,0,7,47,0,0,0,,0.0,,0.0,,0.0,0.47,0.8130081300813008,0.30434782608695654,0.18699186991869918,64,59,0.5203252032520326
2025,player_dijonai_carrington,244,107,465.96926784891315,104.13218701580684,53.92622950819672,213.6844262295082,10,230,3,1,0,5,102,0,0,0,,0.0,0.0,0.004098360655737705,0.0,0.012295081967213115,0.4434782608695652,0.9426229508196722,0.5,0.040983606557377046,109,135,0.44672131147540983
2025,player_dominique_malonga,233,145,513.779730131812,70.09902524729382,54.39484978540773,258.068669527897,14,219,0,0,0,3,142,0,0,0,,0.0,,0.0,,0.0,0.6484018264840182,0.9399141630901288,0.21428571428571427,0.060085836909871244,105,128,0.45064377682403434
2025,player_elizabeth_kitley,19,7,507.6253923614135,59.29809794986828,-147.10526315789474,257.42105263157896,1,18,0,0,0,0,7,0,0,0,,0.0,,0.0,,0.0,0.3888888888888889,0.9473684210526315,0.0,0.05263157894736842,13,6,0.6842105263157895
2025,player_elizabeth_williams,288,157,531.2704955407229,44.77233324553238,-8.01736111111111,268.6388888888889,0,288,0,0,0,0,157,0,0,0,,0.0,,0.0,,0.0,0.5451388888888888,1.0,,0.0,149,139,0.5173611111111112
2025,player_emily_engstler,131,53,449.357110255738,114.66602198097006,36.74045801526717,189.91603053435114,30,100,0,1,0,9,44,0,0,0,,0.0,0.0,0.007633587786259542,,0.0,0.44,0.7633587786259542,0.3,0.22900763358778625,61,70,0.46564885496183206
2025,player_emma_cannon,60,32,420.1044725338968,115.53375978995533,28.95,172.63333333333333,13,47,0,0,0,5,27,0,0,0,,0.0,,0.0,,0.0,0.574468085106383,0.7833333333333333,0.38461538461538464,0.21666666666666667,25,35,0.4166666666666667
2025,player_emma_meesseman,152,91,479.12251630021626,77.42098663365607,-52.23684210526316,223.3684210526316,6,146,0,0,0,5,86,0,0,0,,0.0,,0.0,,0.0,0.589041095890411,0.9605263157894737,0.8333333333333334,0.039473684210526314,84,68,0.5526315789473685
2025,player_erica_wheeler,405,168,401.0391528202549,106.18664857537735,-1.1753086419753087,187.02469135802468,104,291,6,4,0,39,128,1,0,0,,0.0,0.0,0.009876543209876543,0.16666666666666666,0.014814814814814815,0.43986254295532645,0.7185185185185186,0.375,0.25679012345679014,209,196,0.5160493827160494
2025,player_ezi_magbegor,257,141,503.36371127493845,83.15047452887963,56.505836575875485,242.5058365758755,24,233,0,0,0,10,131,0,0,0,,0.0,,0.0,,0.0,0.5622317596566524,0.9066147859922179,0.4166666666666667,0.0933852140077821,114,143,0.44357976653696496
2025,player_gabby_williams,460,203,438.5468564109154,103.3766741995379,-26.026086956521738,198.48478260869564,62,393,5,0,0,19,182,2,0,0,,0.0,,0.0,0.4,0.010869565217391304,0.4631043256997455,0.8543478260869565,0.3064516129032258,0.13478260869565217,241,219,0.5239130434782608
2025,player_grace_berger,81,26,451.7196308011894,99.16100462478963,31.185185185185187,210.97530864197532,6,75,0,0,0,1,25,0,0,0,,0.0,,0.0,,0.0,0.3333333333333333,0.9259259259259259,0.16666666666666666,0.07407407407407407,38,43,0.4691358024691358
2025,player_hailey_van_lith,100,37,445.97741621577484,99.53469637937738,52.32,203.84,11,88,1,0,0,2,35,0,0,0,,0.0,,0.0,0.0,0.01,0.3977272727272727,0.88,0.18181818181818182,0.11,43,57,0.43
2025,player_haley_jones,169,85,479.5595446388927,90.53878712455956,-3.3550295857988166,229.0532544378698,13,155,1,0,0,3,81,1,0,0,,0.0,,0.0,1.0,0.005917159763313609,0.5225806451612903,0.9171597633136095,0.23076923076923078,0.07692307692307693,86,83,0.5088757396449705
2025,player_haley_peters,76,25,422.5077811607369,111.06798454135766,-43.48684210526316,183.32894736842104,17,59,0,0,0,2,23,0,0,0,,0.0,,0.0,,0.0,0.3898305084745763,0.7763157894736842,0.11764705882352941,0.2236842105263158,43,33,0.5657894736842105
2025,player_iliana_rupert,144,67,396.0796842553608,102.12443581016986,57.395833333333336,171.81944444444446,58,86,0,0,0,25,42,0,0,0,,0.0,,0.0,,0.0,0.4883720930232558,0.5972222222222222,0.43103448275862066,0.4027777777777778,63,81,0.4375
2025,player_isabelle_harrison,121,65,504.62679679180945,74.83995763829303,39.59504132231405,233.70247933884298,6,115,0,0,0,1,64,0,0,0,,0.0,,0.0,,0.0,0.5565217391304348,0.9504132231404959,0.16666666666666666,0.049586776859504134,55,66,0.45454545454545453
2025,player_jackie_young,532,260,430.57687000494116,105.67938575814267,26.291353383458645,207.21428571428572,106,424,2,0,0,36,224,0,0,0,,0.0,,0.0,0.0,0.0037593984962406013,0.5283018867924528,0.7969924812030075,0.33962264150943394,0.19924812030075187,247,285,0.4642857142857143
2025,player_jacy_sheldon,169,83,430.3154885938393,97.74898205186302,2.4792899408284024,156.76923076923077,19,149,1,0,0,9,74,0,0,0,,0.0,,0.0,0.0,0.005917159763313609,0.4966442953020134,0.8816568047337278,0.47368421052631576,0.11242603550295859,87,82,0.514792899408284
2025,player_jade_melbourne,213,90,453.75216958146586,118.01943219880478,34.455399061032864,193.16901408450704,28,179,6,0,0,6,84,0,0,0,,0.0,,0.0,0.0,0.028169014084507043,0.4692737430167598,0.8403755868544601,0.21428571428571427,0.13145539906103287,101,112,0.47417840375586856
2025,player_jaelyn_brown,37,14,413.06129172876734,100.391547783389,-30.027027027027028,146.8108108108108,3,33,1,0,0,2,11,1,0,0,,0.0,,0.0,1.0,0.02702702702702703,0.3333333333333333,0.8918918918918919,0.6666666666666666,0.08108108108108109,19,18,0.5135135135135135
2025,player_janelle_sala_n,355,147,419.814014933362,96.25304261481128,4.050704225352113,166.35211267605635,60,295,0,0,0,22,125,0,0,0,,0.0,,0.0,,0.0,0.423728813559322,0.8309859154929577,0.36666666666666664,0.16901408450704225,176,179,0.49577464788732395
2025,player_jaylyn_sherrod,23,9,434.7204266108717,105.87309423142995,13.130434782608695,164.3913043478261,3,20,0,0,0,1,8,0,0,0,,0.0,,0.0,,0.0,0.4,0.8695652173913043,0.3333333333333333,0.13043478260869565,12,11,0.5217391304347826
2025,player_jessica_shepard,189,132,540.4995313115609,46.38945377355221,24.952380952380953,264.75132275132273,0,189,0,0,0,0,132,0,0,0,,0.0,,0.0,,0.0,0.6984126984126984,1.0,,0.0,90,99,0.47619047619047616
2025,player_jewell_loyd,414,166,421.2673834127147,99.18030579101865,-10.16425120772947,137.3985507246377,57,352,4,1,0,22,144,0,0,0,,0.0,0.0,0.0024154589371980675,0.0,0.00966183574879227,0.4090909090909091,0.8502415458937198,0.38596491228070173,0.13768115942028986,218,196,0.5265700483091788
2025,player_jj_quinerly,167,80,459.35615020627887,104.11893262382593,-15.778443113772456,219.44910179640718,24,141,2,0,0,7,72,1,0,0,,0.0,,0.0,0.5,0.011976047904191617,0.5106382978723404,0.844311377245509,0.2916666666666667,0.1437125748502994,88,79,0.5269461077844312
2025,player_jonquel_jones,293,150,450.39197601915697,108.81262809635518,-38.44027303754266,193.67576791808872,47,246,0,0,0,14,136,0,0,0,,0.0,,0.0,,0.0,0.5528455284552846,0.8395904436860068,0.2978723404255319,0.16040955631399317,159,134,0.5426621160409556
2025,player_jordin_canada,259,108,463.89892156659835,108.64216131394228,-21.35135135135135,215.1853281853282,28,229,1,1,0,9,99,0,0,0,,0.0,0.0,0.003861003861003861,0.0,0.003861003861003861,0.43231441048034935,0.8841698841698842,0.32142857142857145,0.10810810810810811,136,123,0.525096525096525
2025,player_joyner_holmes,12,3,425.6700308504892,102.82566801450567,17.833333333333332,201.16666666666666,3,9,0,0,0,1,2,0,0,0,,0.0,,0.0,,0.0,0.2222222222222222,0.75,0.3333333333333333,0.25,5,7,0.4166666666666667
2025,player_julie_allemand,158,70,408.16674916498505,122.8156915020251,-15.670886075949367,170.5506329113924,35,119,4,0,0,9,60,1,0,0,,0.0,,0.0,0.25,0.02531645569620253,0.5042016806722689,0.7531645569620253,0.2571428571428571,0.22151898734177214,82,76,0.5189873417721519
2025,player_julie_vanloo,109,33,340.67524204954657,90.25793083746919,-54.62385321100918,151.26605504587155,41,64,4,0,0,12,20,1,0,0,,0.0,,0.0,0.25,0.03669724770642202,0.3125,0.5871559633027523,0.2926829268292683,0.3761467889908257,64,45,0.5871559633027523
2025,player_kahleah_copper,333,153,441.62504667445415,104.95426347377072,-1.4204204204204205,185.15315315315314,41,292,0,0,0,11,142,0,0,0,,0.0,,0.0,,0.0,0.4863013698630137,0.8768768768768769,0.2682926829268293,0.12312312312312312,167,166,0.5015015015015015
2025,player_kaila_charles,171,79,452.4699710399862,102.88903867501445,-26.374269005847953,188.85380116959064,18,153,0,0,0,6,73,0,0,0,,0.0,,0.0,,0.0,0.477124183006536,0.8947368421052632,0.3333333333333333,0.10526315789473684,94,77,0.5497076023391813
2025,player_kaitlyn_chen,46,19,463.73213361690455,94.0031180985464,15.217391304347826,193.15217391304347,5,41,0,0,0,2,17,0,0,0,,0.0,,0.0,,0.0,0.4146341463414634,0.8913043478260869,0.4,0.10869565217391304,22,24,0.4782608695652174
2025,player_kalani_brown,87,59,537.3267355238762,63.83346777823118,101.54022988505747,254.0344827586207,2,85,0,0,0,0,59,0,0,0,,0.0,,0.0,,0.0,0.6941176470588235,0.9770114942528736,0.0,0.022988505747126436,34,53,0.39080459770114945
2025,player_kamilla_cardoso,380,223,549.7816439578233,33.65095973306993,16.88421052631579,270.4421052631579,1,379,0,0,0,0,223,0,0,0,,0.0,,0.0,,0.0,0.5883905013192612,0.9973684210526316,0.0,0.002631578947368421,183,197,0.48157894736842105
2025,player_kariata_diaby,10,7,521.1682568346208,72.77627870522625,-155.4,282.1,0,10,0,0,0,0,7,0,0,0,,0.0,,0.0,,0.0,0.7,1.0,,0.0,7,3,0.7
2025,player_karlie_samuelson,41,14,378.96601628981676,89.73350801045282,-12.24390243902439,113.92682926829268,7,33,1,0,0,3,11,0,0,0,,0.0,,0.0,0.0,0.024390243902439025,0.3333333333333333,0.8048780487804879,0.42857142857142855,0.17073170731707318,21,20,0.5121951219512195
2025,player_kate_martin,247,86,400.2157344199309,105.74636750013825,10.206477732793521,140.63967611336034,49,197,1,0,0,17,69,0,0,0,,0.0,,0.0,0.0,0.004048582995951417,0.350253807106599,0.7975708502024291,0.3469387755102041,0.19838056680161945,123,124,0.4979757085020243
2025,player_kathryn_westbeld,205,77,419.88447233437824,115.41973970479367,-20.970731707317075,163.00487804878048,45,159,0,1,0,18,59,0,0,0,,0.0,0.0,0.004878048780487805,,0.0,0.3710691823899371,0.775609756097561,0.4,0.21951219512195122,103,102,0.5024390243902439
2025,player_kayla_mcbride,433,182,387.5776201562456,101.77153923093205,28.08314087759815,162.59815242494227,104,321,8,0,0,42,135,5,0,0,,0.0,,0.0,0.625,0.018475750577367205,0.4205607476635514,0.7413394919168591,0.40384615384615385,0.24018475750577367,204,229,0.47113163972286376
2025,player_kayla_thornton,280,105,424.07919086761683,106.94753285142542,41.9,165.2,40,229,11,0,0,11,92,2,0,0,,0.0,,0.0,0.18181818181818182,0.039285714285714285,0.4017467248908297,0.8178571428571428,0.275,0.14285714285714285,125,155,0.44642857142857145
2025,player_kelsey_mitchell,679,323,431.3099457346417,110.81279991897382,6.575846833578792,200.06921944035346,128,550,1,0,0,44,279,0,0,0,,0.0,,0.0,0.0,0.0014727540500736377,0.5072727272727273,0.8100147275405007,0.34375,0.18851251840942562,335,344,0.49337260677466865
2025,player_kelsey_plum,600,268,429.118811865552,113.26116039425622,-14.541666666666666,197.30666666666667,121,473,5,1,0,43,225,0,0,0,,0.0,0.0,0.0016666666666666668,0.0,0.008333333333333333,0.47568710359408034,0.7883333333333333,0.35537190082644626,0.20166666666666666,309,291,0.515
2025,player_kennedy_burke,207,102,447.9797413681089,110.7224362249422,84.86473429951691,173.024154589372,22,184,1,0,0,8,94,0,0,0,,0.0,,0.0,0.0,0.004830917874396135,0.5108695652173914,0.8888888888888888,0.36363636363636365,0.10628019323671498,82,125,0.3961352657004831
2025,player_kia_nurse,274,103,392.9332464109288,99.74972525601014,-12.102189781021897,161.0912408759124,64,210,0,0,0,21,82,0,0,0,,0.0,,0.0,,0.0,0.3904761904761905,0.7664233576642335,0.328125,0.23357664233576642,141,133,0.5145985401459854
2025,player_kiah_stokes,49,18,512.3668501259567,47.014256195210095,-68.59183673469387,145.3265306122449,0,49,0,0,0,0,18,0,0,0,,0.0,,0.0,,0.0,0.3673469387755102,1.0,,0.0,28,21,0.5714285714285714
2025,player_kiana_williams,39,17,382.26760074797835,93.47090390470595,40.30769230769231,183.15384615384616,12,27,0,0,0,3,14,0,0,0,,0.0,,0.0,,0.0,0.5185185185185185,0.6923076923076923,0.25,0.3076923076923077,19,20,0.48717948717948717
2025,player_kierstan_bell,151,52,392.2234656475982,104.4063121432638,-46.211920529801326,142.3841059602649,32,118,1,0,0,11,41,0,0,0,,0.0,,0.0,0.0,0.006622516556291391,0.3474576271186441,0.7814569536423841,0.34375,0.2119205298013245,87,64,0.5761589403973509
2025,player_kiki_iriafen,434,229,511.88072133654964,77.09168189605435,-8.442396313364055,242.86405529953916,7,424,3,0,0,1,227,1,0,0,,0.0,,0.0,0.3333333333333333,0.0069124423963133645,0.535377358490566,0.9769585253456221,0.14285714285714285,0.016129032258064516,220,214,0.5069124423963134
2025,player_kitija_laksa,175,66,390.0060962953662,94.68340619703531,13.222857142857142,148.66857142857143,46,129,0,0,0,11,55,0,0,0,,0.0,,0.0,,0.0,0.4263565891472868,0.7371428571428571,0.2391304347826087,0.26285714285714284,85,90,0.4857142857142857
2025,player_kyara_linskens,5,2,497.76683151319094,102.08073670702132,-122.4,235.4,0,5,0,0,0,0,2,0,0,0,,0.0,,0.0,,0.0,0.4,1.0,,0.0,3,2,0.6
2025,player_laeticia_amihere,100,52,518.3435741128326,64.72864240356469,39.33,232.75,3,97,0,0,0,0,52,0,0,0,,0.0,,0.0,,0.0,0.5360824742268041,0.97,0.0,0.03,46,54,0.46
2025,player_le_la_lacan,212,104,446.9016056844802,105.74503059069433,-69.88207547169812,208.3066037735849,26,185,1,0,0,7,97,0,0,0,,0.0,,0.0,0.0,0.0047169811320754715,0.5243243243243243,0.8726415094339622,0.2692307692307692,0.12264150943396226,123,89,0.5801886792452831
2025,player_leonie_fiebich,216,108,434.8809289263035,112.97356706148672,-11.310185185185185,163.90277777777777,29,186,0,1,0,13,95,0,0,0,,0.0,0.0,0.004629629629629629,,0.0,0.510752688172043,0.8611111111111112,0.4482758620689655,0.13425925925925927,112,104,0.5185185185185185
2025,player_lexi_held,147,58,395.8475994370559,107.70478007123698,20.476190476190474,166.78231292517006,32,113,1,1,0,12,46,0,0,0,,0.0,0.0,0.006802721088435374,0.0,0.006802721088435374,0.40707964601769914,0.7687074829931972,0.375,0.21768707482993196,68,79,0.46258503401360546
2025,player_lexie_brown,47,17,385.52491349812084,108.58291065762124,-24.872340425531913,123.04255319148936,7,38,2,0,0,2,15,0,0,0,,0.0,,0.0,0.0,0.0425531914893617,0.39473684210526316,0.8085106382978723,0.2857142857142857,0.14893617021276595,26,21,0.5531914893617021
2025,player_lexie_hull,280,118,449.60335659281924,94.7021947441601,-20.99642857142857,150.07142857142858,20,260,0,0,0,7,111,0,0,0,,0.0,,0.0,,0.0,0.4269230769230769,0.9285714285714286,0.35,0.07142857142857142,148,132,0.5285714285714286
2025,player_li_yueru,135,62,448.3510624401286,112.17945541777634,6.659259259259259,207.82962962962964,31,104,0,0,0,11,51,0,0,0,,0.0,,0.0,,0.0,0.49038461538461536,0.7703703703703704,0.3548387096774194,0.22962962962962963,65,70,0.48148148148148145
