game_id,event_type,bucket,description
4a60d4ef-8d10-4f25-bab6-346332242fd5,personalfoul,foul,Brionna Jones personal foul (Aliyah Boston draws the foul)
4a60d4ef-8d10-4f25-bab6-346332242fd5,shootingfoul,foul,Aliyah Boston shooting foul (Allisha Gray draws the foul)
4a60d4ef-8d10-4f25-bab6-346332242fd5,shootingfoul,foul,Natasha Howard shooting foul (Rhyne Howard draws the foul)
4a60d4ef-8d10-4f25-bab6-346332242fd5,shootingfoul,foul,Damiris Dantas shooting foul (Brittney Griner draws the foul)
4a60d4ef-8d10-4f25-bab6-346332242fd5,shootingfoul,foul,Lexie Hull shooting foul (Allisha Gray draws the foul)
4a60d4ef-8d10-4f25-bab6-346332242fd5,shootingfoul,foul,Te-Hina Paopao shooting foul (Aari McDonald draws the foul)
4a60d4ef-8d10-4f25-bab6-346332242fd5,personalfoul,foul,Naz Hillmon personal foul (Natasha Howard draws the foul)
4a60d4ef-8d10-4f25-bab6-346332242fd5,personalfoul,foul,Aliyah Boston personal foul (Brionna Jones draws the foul)
4a60d4ef-8d10-4f25-bab6-346332242fd5,shootingfoul,foul,Rhyne Howard shooting foul (Natasha Howard draws the foul)
4a60d4ef-8d10-4f25-bab6-346332242fd5,shootingfoul,foul,Damiris Dantas shooting foul (Brionna Jones draws the foul)
4a60d4ef-8d10-4f25-bab6-346332242fd5,shootingfoul,foul,Rhyne Howard shooting foul (Aliyah Boston draws the foul)
4a60d4ef-8d10-4f25-bab6-346332242fd5,personalfoul,foul,Brionna Jones personal foul (Aliyah Boston draws the foul)
4a60d4ef-8d10-4f25-bab6-346332242fd5,personalfoul,foul,Kelsey Mitchell personal foul (Allisha Gray draws the foul)
4a60d4ef-8d10-4f25-bab6-346332242fd5,shootingfoul,foul,Lexie Hull shooting foul (Allisha Gray draws the foul)
4a60d4ef-8d10-4f25-bab6-346332242fd5,shootingfoul,foul,Lexie Hull shooting foul (Brionna Jones draws the foul)
4a60d4ef-8d10-4f25-bab6-346332242fd5,personalfoul,foul,Jordin Canada personal foul (Aari McDonald draws the foul)
4a60d4ef-8d10-4f25-bab6-346332242fd5,offensivefoul,foul,Naz Hillmon offensive foul (Charge) (Aari McDonald draws the foul)
4a60d4ef-8d10-4f25-bab6-346332242fd5,personalfoul,foul,Naz Hillmon personal foul (Aliyah Boston draws the foul)
4a60d4ef-8d10-4f25-bab6-346332242fd5,offensivefoul,foul,Aliyah Boston offensive foul (Off the ball) (Rhyne Howard draws the foul)
4a60d4ef-8d10-4f25-bab6-346332242fd5,personalfoul,foul,Lexie Hull personal foul (Nia Coffey draws the foul)
4a60d4ef-8d10-4f25-bab6-346332242fd5,personalfoul,foul,Rhyne Howard personal foul (Sydney Colson draws the foul)
4a60d4ef-8d10-4f25-bab6-346332242fd5,technicalfoul,foul,Kelsey Mitchell technical foul
4a60d4ef-8d10-4f25-bab6-346332242fd5,personalfoul,foul,Jordin Canada personal foul (Aari McDonald draws the foul)
4a60d4ef-8d10-4f25-bab6-346332242fd5,personalfoul,foul,Aari McDonald personal foul (Rhyne Howard draws the foul)
4a60d4ef-8d10-4f25-bab6-346332242fd5,personalfoul,foul,Lexie Hull personal foul (Rhyne Howard draws the foul)
4a60d4ef-8d10-4f25-bab6-346332242fd5,personalfoul,foul,Rhyne Howard personal foul (Natasha Howard draws the foul)
4a60d4ef-8d10-4f25-bab6-346332242fd5,personalfoul,foul,Naz Hillmon personal foul (Kelsey Mitchell draws the foul)
4a60d4ef-8d10-4f25-bab6-346332242fd5,personalfoul,foul,Nia Coffey personal foul (Natasha Howard draws the foul)
4a60d4ef-8d10-4f25-bab6-346332242fd5,personalfoul,foul,Aliyah Boston personal foul (Brittney Griner draws the foul)
4a60d4ef-8d10-4f25-bab6-346332242fd5,shootingfoul,foul,Brittney Griner shooting foul (Natasha Howard draws the foul)
4a60d4ef-8d10-4f25-bab6-346332242fd5,personalfoul,foul,Shatori Walker-Kimbrough personal foul (Loose ball) (Aari McDonald draws the foul)
4a60d4ef-8d10-4f25-bab6-346332242fd5,technicalfoul,foul,Stephanie White technical foul
4a60d4ef-8d10-4f25-bab6-346332242fd5,personalfoul,foul,Brionna Jones personal foul (Natasha Howard draws the foul)
4a60d4ef-8d10-4f25-bab6-346332242fd5,personalfoul,foul,Shatori Walker-Kimbrough personal foul (Kelsey Mitchell draws the foul)
4a60d4ef-8d10-4f25-bab6-346332242fd5,personalfoul,foul,Natasha Howard personal foul (Brionna Jones draws the foul)
4a60d4ef-8d10-4f25-bab6-346332242fd5,personalfoul,foul,Te-Hina Paopao personal foul (Aari McDonald draws the foul)
4a60d4ef-8d10-4f25-bab6-346332242fd5,personalfoul,foul,Makayla Timpson personal foul (Nia Coffey draws the foul)
4a60d4ef-8d10-4f25-bab6-346332242fd5,personalfoul,foul,Te-Hina Paopao personal foul (Loose ball) (Aari McDonald draws the foul)
4ad39d3d-bb92-4273-aac9-14aced9b814c,shootingfoul,foul,Luisa Geiselsöder shooting foul (Satou Sabally draws the foul)
4ad39d3d-bb92-4273-aac9-14aced9b814c,shootingfoul,foul,Satou Sabally shooting foul (Li Yueru draws the foul)
4ad39d3d-bb92-4273-aac9-14aced9b814c,shootingfoul,foul,Kathryn Westbeld shooting foul (Li Yueru draws the foul)
4ad39d3d-bb92-4273-aac9-14aced9b814c,personalfoul,foul,Kathryn Westbeld personal foul (Li Yueru draws the foul)
4ad39d3d-bb92-4273-aac9-14aced9b814c,personalfoul,foul,Kitija Laksa personal foul (Paige Bueckers draws the foul)
4ad39d3d-bb92-4273-aac9-14aced9b814c,shootingfoul,foul,Kahleah Copper shooting foul (Aziaha James draws the foul)
4ad39d3d-bb92-4273-aac9-14aced9b814c,shootingfoul,foul,Kitija Laksa shooting foul (Luisa Geiselsöder draws the foul)
4ad39d3d-bb92-4273-aac9-14aced9b814c,technicalfoul,foul,Alyssa Thomas technical foul
4ad39d3d-bb92-4273-aac9-14aced9b814c,shootingfoul,foul,Myisha Hines-Allen shooting foul (Satou Sabally draws the foul)
4ad39d3d-bb92-4273-aac9-14aced9b814c,shootingfoul,foul,Teaira McCowan shooting foul (Kahleah Copper draws the foul)
4ad39d3d-bb92-4273-aac9-14aced9b814c,shootingfoul,foul,Liatu King shooting foul (Kahleah Copper draws the foul)
4ad39d3d-bb92-4273-aac9-14aced9b814c,shootingfoul,foul,JJ Quinerly shooting foul (Monique Akoa Makani draws the foul)
4ad39d3d-bb92-4273-aac9-14aced9b814c,shootingfoul,foul,Monique Akoa Makani shooting foul (Paige Bueckers draws the foul)
4ad39d3d-bb92-4273-aac9-14aced9b814c,shootingfoul,foul,Aziaha James shooting foul (Kahleah Copper draws the foul)
4ad39d3d-bb92-4273-aac9-14aced9b814c,offensivefoul,foul,Luisa Geiselsöder offensive foul (Monique Akoa Makani draws the foul)
4ad39d3d-bb92-4273-aac9-14aced9b814c,personalfoul,foul,Alyssa Thomas personal foul (Li Yueru draws the foul)
4ad39d3d-bb92-4273-aac9-14aced9b814c,personalfoul,foul,JJ Quinerly personal foul (Monique Akoa Makani draws the foul)
4ad39d3d-bb92-4273-aac9-14aced9b814c,shootingfoul,foul,Kathryn Westbeld shooting foul (Li Yueru draws the foul)
4ad39d3d-bb92-4273-aac9-14aced9b814c,shootingfoul,foul,Satou Sabally shooting foul (Aziaha James draws the foul)
4ad39d3d-bb92-4273-aac9-14aced9b814c,personalfoul,foul,Kahleah Copper personal foul (Li Yueru draws the foul)
4ad39d3d-bb92-4273-aac9-14aced9b814c,personalfoul,foul,Paige Bueckers personal foul (Kathryn Westbeld draws the foul)
4ad39d3d-bb92-4273-aac9-14aced9b814c,personalfoul,foul,Paige Bueckers personal foul (Kahleah Copper draws the foul)
4ad39d3d-bb92-4273-aac9-14aced9b814c,shootingfoul,foul,Aziaha James shooting foul (Kahleah Copper draws the foul)
4ad39d3d-bb92-4273-aac9-14aced9b814c,personalfoul,foul,Li Yueru personal foul (Loose ball) (Alyssa Thomas draws the foul)
4ad39d3d-bb92-4273-aac9-14aced9b814c,personalfoul,foul,Monique Akoa Makani personal foul (Paige Bueckers draws the foul)
4ad39d3d-bb92-4273-aac9-14aced9b814c,personalfoul,foul,Sami Whitcomb personal foul (Paige Bueckers draws the foul)
4ad39d3d-bb92-4273-aac9-14aced9b814c,shootingfoul,foul,Li Yueru shooting foul (Satou Sabally draws the foul)
4ad39d3d-bb92-4273-aac9-14aced9b814c,personalfoul,foul,Monique Akoa Makani personal foul (Paige Bueckers draws the foul)
4ad39d3d-bb92-4273-aac9-14aced9b814c,offensivefoul,foul,Luisa Geiselsöder offensive foul (Off the ball) (Kitija Laksa draws the foul)
4ad39d3d-bb92-4273-aac9-14aced9b814c,shootingfoul,foul,Kitija Laksa shooting foul (Aziaha James draws the foul)
4ad39d3d-bb92-4273-aac9-14aced9b814c,shootingfoul,foul,Myisha Hines-Allen shooting foul (Kahleah Copper draws the foul)
4ad39d3d-bb92-4273-aac9-14aced9b814c,personalfoul,foul,Kahleah Copper personal foul (Paige Bueckers draws the foul)
4ad39d3d-bb92-4273-aac9-14aced9b814c,shootingfoul,foul,Myisha Hines-Allen shooting foul (Satou Sabally draws the foul)
4ad39d3d-bb92-4273-aac9-14aced9b814c,shootingfoul,foul,Kalani Brown shooting foul (Teaira McCowan draws the foul)
4ad39d3d-bb92-4273-aac9-14aced9b814c,personalfoul,foul,Alyssa Thomas personal foul (Li Yueru draws the foul)
4ad39d3d-bb92-4273-aac9-14aced9b814c,personalfoul,foul,Teaira McCowan personal foul (Loose ball) (Satou Sabally draws the foul)
4ad39d3d-bb92-4273-aac9-14aced9b814c,personalfoul,foul,Sami Whitcomb personal foul (JJ Quinerly draws the foul)
4ad39d3d-bb92-4273-aac9-14aced9b814c,shootingfoul,foul,Satou Sabally shooting foul (Teaira McCowan draws the foul)
4ad39d3d-bb92-4273-aac9-14aced9b814c,offensivefoul,foul,Kahleah Copper offensive foul (Off the ball) (Aziaha James draws the foul)
4ad39d3d-bb92-4273-aac9-14aced9b814c,shootingfoul,foul,Kalani Brown shooting foul (Myisha Hines-Allen draws the foul)
4ad39d3d-bb92-4273-aac9-14aced9b814c,offensivefoul,foul,Kahleah Copper offensive foul (Aziaha James draws the foul)
4ad39d3d-bb92-4273-aac9-14aced9b814c,shootingfoul,foul,Myisha Hines-Allen shooting foul (Alyssa Thomas draws the foul)
4ad39d3d-bb92-4273-aac9-14aced9b814c,personalfoul,foul,Myisha Hines-Allen personal foul (Loose ball) (Alyssa Thomas draws the foul)
4ad39d3d-bb92-4273-aac9-14aced9b814c,shootingfoul,foul,Sami Whitcomb shooting foul (Paige Bueckers draws the foul)
4ad39d3d-bb92-4273-aac9-14aced9b814c,shootingfoul,foul,Paige Bueckers shooting foul (Kahleah Copper draws the foul)
4ad39d3d-bb92-4273-aac9-14aced9b814c,personalfoul,foul,JJ Quinerly personal foul (Kahleah Copper draws the foul)
4ad39d3d-bb92-4273-aac9-14aced9b814c,personalfoul,foul,Sami Whitcomb personal foul (Paige Bueckers draws the foul)
4ad39d3d-bb92-4273-aac9-14aced9b814c,shootingfoul,foul,Satou Sabally shooting foul (Li Yueru draws the foul)
4ad39d3d-bb92-4273-aac9-14aced9b814c,personalfoul,foul,Li Yueru personal foul (Kalani Brown draws the foul)
4b134f76-aff1-49fb-b585-3e9073eb44c2,shootingfoul,foul,Rhyne Howard shooting foul (Nneka Ogwumike draws the foul)
4b134f76-aff1-49fb-b585-3e9073eb44c2,shootingfoul,foul,Brittney Griner shooting foul (Gabby Williams draws the foul)
4b134f76-aff1-49fb-b585-3e9073eb44c2,shootingfoul,foul,Ezi Magbegor shooting foul (Brittney Griner draws the foul)
4b134f76-aff1-49fb-b585-3e9073eb44c2,shootingfoul,foul,Erica Wheeler shooting foul (Brittney Griner draws the foul)
4b134f76-aff1-49fb-b585-3e9073eb44c2,personalfoul,foul,Erica Wheeler personal foul (Allisha Gray draws the foul)
4b134f76-aff1-49fb-b585-3e9073eb44c2,personalfoul,foul,Skylar Diggins personal foul (Allisha Gray draws the foul)
4b134f76-aff1-49fb-b585-3e9073eb44c2,shootingfoul,foul,Brionna Jones shooting foul (Brittney Sykes draws the foul)
4b134f76-aff1-49fb-b585-3e9073eb44c2,offensivefoul,foul,Tiffany Mitchell offensive foul (Maya Caldwell draws the foul)
4b134f76-aff1-49fb-b585-3e9073eb44c2,shootingfoul,foul,Brionna Jones shooting foul (Ezi Magbegor draws the foul)
4b134f76-aff1-49fb-b585-3e9073eb44c2,shootingfoul,foul,Brittney Sykes shooting foul (Allisha Gray draws the foul)
4b134f76-aff1-49fb-b585-3e9073eb44c2,shootingfoul,foul,Allisha Gray shooting foul (Brittney Sykes draws the foul)
4b134f76-aff1-49fb-b585-3e9073eb44c2,personalfoul,foul,Ezi Magbegor personal foul (Brionna Jones draws the foul)
4b134f76-aff1-49fb-b585-3e9073eb44c2,personalfoul,foul,Gabby Williams personal foul (Allisha Gray draws the foul)
4b134f76-aff1-49fb-b585-3e9073eb44c2,personalfoul,foul,Naz Hillmon personal foul (Brittney Sykes draws the foul)
4b134f76-aff1-49fb-b585-3e9073eb44c2,shootingfoul,foul,Brionna Jones shooting foul (Nneka Ogwumike draws the foul)
4b134f76-aff1-49fb-b585-3e9073eb44c2,shootingfoul,foul,Skylar Diggins shooting foul (Allisha Gray draws the foul)
4b134f76-aff1-49fb-b585-3e9073eb44c2,personalfoul,foul,Naz Hillmon personal foul (Nneka Ogwumike draws the foul)
4b134f76-aff1-49fb-b585-3e9073eb44c2,shootingfoul,foul,Erica Wheeler shooting foul (Allisha Gray draws the foul)
4b134f76-aff1-49fb-b585-3e9073eb44c2,shootingfoul,foul,Nneka Ogwumike shooting foul (Rhyne Howard draws the foul)
4b134f76-aff1-49fb-b585-3e9073eb44c2,personalfoul,foul,Maya Caldwell personal foul (Brittney Sykes draws the foul)
4b134f76-aff1-49fb-b585-3e9073eb44c2,shootingfoul,foul,Nia Coffey shooting foul (Ezi Magbegor draws the foul)
4b134f76-aff1-49fb-b585-3e9073eb44c2,personalfoul,foul,Ezi Magbegor personal foul (Brittney Griner draws the foul)
4b134f76-aff1-49fb-b585-3e9073eb44c2,offensivefoul,foul,Brittney Griner offensive foul (Tiffany Mitchell draws the foul)
4b134f76-aff1-49fb-b585-3e9073eb44c2,personalfoul,foul,Dominique Malonga personal foul (Allisha Gray draws the foul)
4b134f76-aff1-49fb-b585-3e9073eb44c2,personalfoul,foul,Skylar Diggins personal foul (Allisha Gray draws the foul)
4b134f76-aff1-49fb-b585-3e9073eb44c2,personalfoul,foul,Allisha Gray personal foul (Skylar Diggins draws the foul)
4b134f76-aff1-49fb-b585-3e9073eb44c2,shootingfoul,foul,Brittney Sykes shooting foul (Rhyne Howard draws the foul)
4b134f76-aff1-49fb-b585-3e9073eb44c2,shootingfoul,foul,Rhyne Howard shooting foul (Gabby Williams draws the foul)
4bfeb202-768f-487c-a416-9c9a314242a6,shootingfoul,foul,Ariel Atkins shooting foul (Kelsey Plum draws the foul)
4bfeb202-768f-487c-a416-9c9a314242a6,shootingfoul,foul,Shey Peddy shooting foul (Kamilla Cardoso draws the foul)
4bfeb202-768f-487c-a416-9c9a314242a6,shootingfoul,foul,Dearica Hamby shooting foul (Kamilla Cardoso draws the foul)
4bfeb202-768f-487c-a416-9c9a314242a6,personalfoul,foul,Kia Nurse personal foul (Kelsey Plum draws the foul)
4bfeb202-768f-487c-a416-9c9a314242a6,personalfoul,foul,Rickea Jackson personal foul (Loose ball) (Rebecca Allen draws the foul)
4bfeb202-768f-487c-a416-9c9a314242a6,technicalfoul,foul,Rebecca Allen technical foul (Double)
4bfeb202-768f-487c-a416-9c9a314242a6,technicalfoul,foul,Rickea Jackson technical foul (Double)
4bfeb202-768f-487c-a416-9c9a314242a6,shootingfoul,foul,Angel Reese shooting foul (Rickea Jackson draws the foul)
4bfeb202-768f-487c-a416-9c9a314242a6,shootingfoul,foul,Kamilla Cardoso shooting foul (Dearica Hamby draws the foul)
4bfeb202-768f-487c-a416-9c9a314242a6,shootingfoul,foul,Sarah Ashlee Barker shooting foul (Hailey Van Lith draws the foul)
4bfeb202-768f-487c-a416-9c9a314242a6,personalfoul,foul,Ariel Atkins personal foul (Azurá Stevens draws the foul)
4bfeb202-768f-487c-a416-9c9a314242a6,personalfoul,foul,Mercedes Russell personal foul (Elizabeth Williams draws the foul)
4bfeb202-768f-487c-a416-9c9a314242a6,personalfoul,foul,Kia Nurse personal foul (Kelsey Plum draws the foul)
4bfeb202-768f-487c-a416-9c9a314242a6,technicalfoulnonunsportsmanlike,foul,Sparks technical foul (Defensive three second)
4bfeb202-768f-487c-a416-9c9a314242a6,offensivefoul,foul,Emma Cannon offensive foul (Off the ball) (Ariel Atkins draws the foul)
4bfeb202-768f-487c-a416-9c9a314242a6,shootingfoul,foul,Mercedes Russell shooting foul (Kamilla Cardoso draws the foul)
4bfeb202-768f-487c-a416-9c9a314242a6,shootingfoul,foul,Angel Reese shooting foul (Sarah Ashlee Barker draws the foul)
4bfeb202-768f-487c-a416-9c9a314242a6,personalfoul,foul,Sarah Ashlee Barker personal foul (Hailey Van Lith draws the foul)
4bfeb202-768f-487c-a416-9c9a314242a6,shootingfoul,foul,Kamilla Cardoso shooting foul (Azurá Stevens draws the foul)
4bfeb202-768f-487c-a416-9c9a314242a6,personalfoul,foul,Ariel Atkins personal foul (Kelsey Plum draws the foul)
4bfeb202-768f-487c-a416-9c9a314242a6,personalfoul,foul,Angel Reese personal foul (Loose ball) (Dearica Hamby draws the foul)
4bfeb202-768f-487c-a416-9c9a314242a6,shootingfoul,foul,Sarah Ashlee Barker shooting foul (Hailey Van Lith draws the foul)
4bfeb202-768f-487c-a416-9c9a314242a6,shootingfoul,foul,Azurá Stevens shooting foul (Elizabeth Williams draws the foul)
4bfeb202-768f-487c-a416-9c9a314242a6,shootingfoul,foul,Kamilla Cardoso shooting foul (Dearica Hamby draws the foul)
4bfeb202-768f-487c-a416-9c9a314242a6,personalfoul,foul,Azurá Stevens personal foul (Kamilla Cardoso draws the foul)
4bfeb202-768f-487c-a416-9c9a314242a6,shootingfoul,foul,Rickea Jackson shooting foul (Ariel Atkins draws the foul)
4bfeb202-768f-487c-a416-9c9a314242a6,personalfoul,foul,Angel Reese personal foul (Loose ball) (Dearica Hamby draws the foul)
4bfeb202-768f-487c-a416-9c9a314242a6,personalfoul,foul,Dearica Hamby personal foul (Angel Reese draws the foul)
4bfeb202-768f-487c-a416-9c9a314242a6,shootingfoul,foul,Azurá Stevens shooting foul (Angel Reese draws the foul)
4bfeb202-768f-487c-a416-9c9a314242a6,offensivefoul,foul,Dearica Hamby offensive foul (Off the ball) (Ariel Atkins draws the foul)
4bfeb202-768f-487c-a416-9c9a314242a6,shootingfoul,foul,Kia Nurse shooting foul (Dearica Hamby draws the foul)
4bfeb202-768f-487c-a416-9c9a314242a6,offensivefoul,foul,Kelsey Plum offensive foul (Charge) (Kia Nurse draws the foul)
4bfeb202-768f-487c-a416-9c9a314242a6,technicalfoulnonunsportsmanlike,foul,Sky technical foul (Defensive three second)
4bfeb202-768f-487c-a416-9c9a314242a6,shootingfoul,foul,Emma Cannon shooting foul (Angel Reese draws the foul)
4bfeb202-768f-487c-a416-9c9a314242a6,shootingfoul,foul,Sarah Ashlee Barker shooting foul (Kia Nurse draws the foul)
4bfeb202-768f-487c-a416-9c9a314242a6,shootingfoul,foul,Azurá Stevens shooting foul (Kamilla Cardoso draws the foul)
4bfeb202-768f-487c-a416-9c9a314242a6,shootingfoul,foul,Ariel Atkins shooting foul (Kelsey Plum draws the foul)
4bfeb202-768f-487c-a416-9c9a314242a6,personalfoul,foul,Azurá Stevens personal foul (Kamilla Cardoso draws the foul)
4bfeb202-768f-487c-a416-9c9a314242a6,shootingfoul,foul,Shey Peddy shooting foul (Rachel Banham draws the foul)
4bfeb202-768f-487c-a416-9c9a314242a6,personalfoul,foul,Ariel Atkins personal foul (Dearica Hamby draws the foul)
4bfeb202-768f-487c-a416-9c9a314242a6,shootingfoul,foul,Azurá Stevens shooting foul (Kamilla Cardoso draws the foul)
4bfeb202-768f-487c-a416-9c9a314242a6,personalfoul,foul,Kelsey Plum personal foul (Angel Reese draws the foul)
4bfeb202-768f-487c-a416-9c9a314242a6,personalfoul,foul,Ariel Atkins personal foul (Kelsey Plum draws the foul)
4bfeb202-768f-487c-a416-9c9a314242a6,personalfoul,foul,Rickea Jackson personal foul (Rachel Banham draws the foul)
4bfeb202-768f-487c-a416-9c9a314242a6,shootingfoul,foul,Rachel Banham shooting foul (Kelsey Plum draws the foul)
4bfeb202-768f-487c-a416-9c9a314242a6,technicalfoul,foul,Kelsey Plum technical foul
4bfeb202-768f-487c-a416-9c9a314242a6,personalfoul,foul,Sarah Ashlee Barker personal foul (Take) (Angel Reese draws the foul)
4d8cf7bd-df70-42d4-a4fd-14a6fcb736a9,shootingfoul,foul,Kelsey Mitchell shooting foul (NaLyssa Smith draws the foul)
4d8cf7bd-df70-42d4-a4fd-14a6fcb736a9,shootingfoul,foul,NaLyssa Smith shooting foul (Sophie Cunningham draws the foul)
4d8cf7bd-df70-42d4-a4fd-14a6fcb736a9,shootingfoul,foul,Aari McDonald shooting foul (Jewell Loyd draws the foul)
4d8cf7bd-df70-42d4-a4fd-14a6fcb736a9,personalfoul,foul,Kierstan Bell personal foul (Sophie Cunningham draws the foul)
4d8cf7bd-df70-42d4-a4fd-14a6fcb736a9,offensivefoul,foul,Kiah Stokes offensive foul (Sydney Colson draws the foul)
4d8cf7bd-df70-42d4-a4fd-14a6fcb736a9,personalfoul,foul,Aliyah Boston personal foul (A'ja Wilson draws the foul)
4d8cf7bd-df70-42d4-a4fd-14a6fcb736a9,offensivefoul,foul,A'ja Wilson offensive foul (Lexie Hull draws the foul)
4d8cf7bd-df70-42d4-a4fd-14a6fcb736a9,personalfoul,foul,Sophie Cunningham personal foul (Jackie Young draws the foul)
4d8cf7bd-df70-42d4-a4fd-14a6fcb736a9,offensivefoul,foul,Aliyah Boston offensive foul (Jewell Loyd draws the foul)
4d8cf7bd-df70-42d4-a4fd-14a6fcb736a9,shootingfoul,foul,Natasha Howard shooting foul (A'ja Wilson draws the foul)
4d8cf7bd-df70-42d4-a4fd-14a6fcb736a9,personalfoul,foul,Dana Evans personal foul (Sydney Colson draws the foul)
4d8cf7bd-df70-42d4-a4fd-14a6fcb736a9,technicalfoulnonunsportsmanlike,foul,Fever technical foul (Defensive three second)
4d8cf7bd-df70-42d4-a4fd-14a6fcb736a9,shootingfoul,foul,Sophie Cunningham shooting foul (NaLyssa Smith draws the foul)
4d8cf7bd-df70-42d4-a4fd-14a6fcb736a9,personalfoul,foul,Sydney Colson personal foul (A'ja Wilson draws the foul)
4d8cf7bd-df70-42d4-a4fd-14a6fcb736a9,personalfoul,foul,Jackie Young personal foul (Natasha Howard draws the foul)
4d8cf7bd-df70-42d4-a4fd-14a6fcb736a9,personalfoul,foul,Megan Gustafson personal foul (Aliyah Boston draws the foul)
4d8cf7bd-df70-42d4-a4fd-14a6fcb736a9,technicalfoul,foul,Stephanie White technical foul
4d8cf7bd-df70-42d4-a4fd-14a6fcb736a9,personalfoul,foul,Jackie Young personal foul (Kelsey Mitchell draws the foul)
4d8cf7bd-df70-42d4-a4fd-14a6fcb736a9,shootingfoul,foul,A'ja Wilson shooting foul (Kelsey Mitchell draws the foul)
4d8cf7bd-df70-42d4-a4fd-14a6fcb736a9,shootingfoul,foul,NaLyssa Smith shooting foul (Natasha Howard draws the foul)
4d8cf7bd-df70-42d4-a4fd-14a6fcb736a9,personalfoul,foul,Chelsea Gray personal foul (Sophie Cunningham draws the foul)
4d8cf7bd-df70-42d4-a4fd-14a6fcb736a9,shootingfoul,foul,A'ja Wilson shooting foul (Natasha Howard draws the foul)
4d8cf7bd-df70-42d4-a4fd-14a6fcb736a9,personalfoul,foul,Aari McDonald personal foul (Chelsea Gray draws the foul)
4d8cf7bd-df70-42d4-a4fd-14a6fcb736a9,personalfoul,foul,Natasha Howard personal foul (Megan Gustafson draws the foul)
4d8cf7bd-df70-42d4-a4fd-14a6fcb736a9,shootingfoul,foul,Lexie Hull shooting foul (A'ja Wilson draws the foul)
4d8cf7bd-df70-42d4-a4fd-14a6fcb736a9,personalfoul,foul,Aari McDonald personal foul (A'ja Wilson draws the foul)
4d8cf7bd-df70-42d4-a4fd-14a6fcb736a9,shootingfoul,foul,Kelsey Mitchell shooting foul (Chelsea Gray draws the foul)
4d8cf7bd-df70-42d4-a4fd-14a6fcb736a9,personalfoul,foul,Jackie Young personal foul (Aliyah Boston draws the foul)
4d8cf7bd-df70-42d4-a4fd-14a6fcb736a9,shootingfoul,foul,Megan Gustafson shooting foul (Natasha Howard draws the foul)
4d8cf7bd-df70-42d4-a4fd-14a6fcb736a9,shootingfoul,foul,Megan Gustafson shooting foul (Natasha Howard draws the foul)
4d8cf7bd-df70-42d4-a4fd-14a6fcb736a9,offensivefoul,foul,NaLyssa Smith offensive foul (Lexie Hull draws the foul)
4d8cf7bd-df70-42d4-a4fd-14a6fcb736a9,shootingfoul,foul,Jewell Loyd shooting foul (Kelsey Mitchell draws the foul)
4d8cf7bd-df70-42d4-a4fd-14a6fcb736a9,personalfoul,foul,NaLyssa Smith personal foul (Loose ball) (Makayla Timpson draws the foul)
4d8cf7bd-df70-42d4-a4fd-14a6fcb736a9,personalfoul,foul,Makayla Timpson personal foul (A'ja Wilson draws the foul)
4d8cf7bd-df70-42d4-a4fd-14a6fcb736a9,shootingfoul,foul,Aliyah Boston shooting foul (A'ja Wilson draws the foul)
4d8cf7bd-df70-42d4-a4fd-14a6fcb736a9,personalfoul,foul,Aliyah Boston personal foul (A'ja Wilson draws the foul)
4d8cf7bd-df70-42d4-a4fd-14a6fcb736a9,personalfoul,foul,A'ja Wilson personal foul (Aliyah Boston draws the foul)
4d8cf7bd-df70-42d4-a4fd-14a6fcb736a9,personalfoul,foul,Jackie Young personal foul (Take) (Kelsey Mitchell draws the foul)
4d8cf7bd-df70-42d4-a4fd-14a6fcb736a9,personalfoul,foul,Chelsea Gray personal foul (Take) (Sophie Cunningham draws the foul)
4e456309-00d3-4582-8f89-1c9049054791,personalfoul,foul,Alanna Smith personal foul (Brionna Jones draws the foul)
4e456309-00d3-4582-8f89-1c9049054791,offensivefoul,foul,Brittney Griner offensive foul (Off the ball) (Bridget Carleton draws the foul)
4e456309-00d3-4582-8f89-1c9049054791,personalfoul,foul,Courtney Williams personal foul (Jordin Canada draws the foul)
4e456309-00d3-4582-8f89-1c9049054791,shootingfoul,foul,Alanna Smith shooting foul (Brittney Griner draws the foul)
4e456309-00d3-4582-8f89-1c9049054791,personalfoul,foul,Napheesa Collier personal foul (Allisha Gray draws the foul)
4e456309-00d3-4582-8f89-1c9049054791,shootingfoul,foul,Jessica Shepard shooting foul (Allisha Gray draws the foul)
4e456309-00d3-4582-8f89-1c9049054791,offensivefoul,foul,Brionna Jones offensive foul (Off the ball) (Courtney Williams draws the foul)
4e456309-00d3-4582-8f89-1c9049054791,personalfoul,foul,Te-Hina Paopao personal foul (Away from play) (Karlie Samuelson draws the foul)
4e456309-00d3-4582-8f89-1c9049054791,shootingfoul,foul,Allisha Gray shooting foul (Natisha Hiedeman draws the foul)
4e456309-00d3-4582-8f89-1c9049054791,personalfoul,foul,Brittney Griner personal foul (Loose ball) (Karlie Samuelson draws the foul)
4e456309-00d3-4582-8f89-1c9049054791,personalfoul,foul,Allisha Gray personal foul (Bridget Carleton draws the foul)
4e456309-00d3-4582-8f89-1c9049054791,offensivefoul,foul,Brittney Griner offensive foul (Alanna Smith draws the foul)
4e456309-00d3-4582-8f89-1c9049054791,personalfoul,foul,Allisha Gray personal foul (Kayla McBride draws the foul)
