playerId,playerName,teamId,pos,seasonKey
player_hailey_van_lith,Hailey Van Lith,CHI,G,hailey_van_lith|CHI
player_shatori_walker_kimbrough,Shatori Walker-Kimbrough,ATL,G,shatori_walker_kimbrough|ATL
player_kathryn_westbeld,Kathryn Westbeld,PHO,F,kathryn_westbeld|PHO
player_maddy_westbeld,Maddy Westbeld,CHI,F,maddy_westbeld|CHI
player_erica_wheeler,Erica Wheeler,SEA,G,erica_wheeler|SEA
player_sami_whitcomb,Sami Whitcomb,PHO,G,sami_whitcomb|PHO
player_christyn_williams,Christyn Williams,DAL,G,christyn_williams|DAL
player_courtney_williams,Courtney Williams,MIN,G,courtney_williams|MIN
player_elizabeth_williams,Elizabeth Williams,CHI,C-F,elizabeth_williams|CHI
player_gabby_williams,Gabby Williams,SEA,F,gabby_williams|SEA
player_kiana_williams,Kiana Williams,PHO,G,kiana_williams|PHO
player_a_ja_wilson,A'ja Wilson,LVA,C,a_ja_wilson|LVA
player_jackie_young,Jackie Young,LVA,G,jackie_young|LVA
player_cecilia_zandalasini,Cecilia Zandalasini,GSV,F,cecilia_zandalasini|GSV
player_grace_berger,Grace Berger,LAS,G,grace_berger|DAL
player_chloe_bibby,Chloe Bibby,GSV,F,chloe_bibby|IND
player_dewanna_bonner,DeWanna Bonner,IND,G-F,dewanna_bonner|PHO
player_dijonai_carrington,DiJonai Carrington,MIN,G-F,dijonai_carrington|DAL
player_kaila_charles,Kaila Charles,DAL,G-F,kaila_charles|GSV
player_alysha_clark,Alysha Clark,WAS,F,alysha_clark|SEA
player_marquesha_davis,Marquesha Davis,CHI,G,marquesha_davis|NYL
player_aaliyah_edwards,Aaliyah Edwards,CON,F,aaliyah_edwards|WAS
player_bree_hall,Bree Hall,IND,G,bree_hall|GSV
player_haley_jones,Haley Jones,PHO,F-G,haley_jones|DAL
player_liatu_king,Liatu King,DAL,F,liatu_king|LAS
player_sika_kon,Sika Koné,ATL,F,sika_kon|WAS
player_diamond_miller,Diamond Miller,DAL,F,diamond_miller|MIN
player_tiffany_mitchell,Tiffany Mitchell,LVA,G,tiffany_mitchell|SEA
player_shey_peddy,Shey Peddy,LAS,G,shey_peddy|IND
player_alissa_pili,Alissa Pili,LAS,F,alissa_pili|MIN
player_aerial_powers,Aerial Powers,GSV,G,aerial_powers|IND
player_jacy_sheldon,Jacy Sheldon,WAS,G,jacy_sheldon|CON
player_jaylyn_sherrod,Jaylyn Sherrod,MIN,G,jaylyn_sherrod|NYL
player_odyssey_sims,Odyssey Sims,LAS,G,odyssey_sims|LAS
player_nalyssa_smith,NaLyssa Smith,DAL,F,nalyssa_smith|LVA
player_brittney_sykes,Brittney Sykes,SEA,G,brittney_sykes|WAS
player_stephanie_talbot,Stephanie Talbot,NYL,F,stephanie_talbot|NYL
player_sevgi_uzun,Sevgi Uzun,PHO,G,sevgi_uzun|CHI
player_julie_vanloo,Julie Vanloo,GSV,G,julie_vanloo|LAS
player_li_yueru,Li Yueru,SEA,C,li_yueru|DAL
