playerName,rim_fgm,rim_fga,paint_fgm,paint_fga,mid_fgm,mid_fga,corner3_fgm,corner3_fga,ab3_fgm,ab3_fga,three_fgm,three_fga,total_fgm,total_fga,rim_fg,paint_fg,mid_fg,corner3_fg,ab3_fg,three_fg,total_fg,rim_att_share,paint_att_share,mid_att_share,corner3_att_share,ab3_att_share,three_att_share,age,playerId,teamId,pos
Jaylyn Sherrod,5.0,7.0,1.0,5.0,0.0,3.0,0.0,4.0,3,9,3.0,13.0,9.0,28.0,0.7142857142857143,0.2,0.0,0.0,0.3333333333333333,0.23076923076923078,0.32142857142857145,0.25,0.17857142857142858,0.10714285714285714,0.14285714285714285,0.32142857142857145,0.4642857142857143,24,player_jaylyn_sherrod,MIN,G
Jessica Shepard,104.0,138.0,21.0,47.0,7.0,21.0,,,0,1,,,,,0.7536231884057971,0.44680851063829785,0.3333333333333333,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,29,player_jessica_shepard,MIN,F
Jewell Loyd,18.0,40.0,31.0,71.0,17.0,54.0,32.0,67.0,68,194,100.0,261.0,166.0,426.0,0.45,0.43661971830985913,0.3148148148148148,0.47761194029850745,0.35051546391752575,0.3831417624521073,0.38967136150234744,0.09389671361502347,0.16666666666666666,0.1267605633802817,0.1572769953051643,0.45539906103286387,0.6126760563380281,32,player_jewell_loyd,LVA,G
Jonquel Jones,63.0,95.0,21.0,59.0,13.0,27.0,6.0,15.0,47,110,53.0,125.0,150.0,306.0,0.6631578947368421,0.3559322033898305,0.48148148148148145,0.4,0.42727272727272725,0.424,0.49019607843137253,0.3104575163398693,0.19281045751633988,0.08823529411764706,0.049019607843137254,0.35947712418300654,0.4084967320261438,32,player_jonquel_jones,NYL,C
Jordin Canada,49.0,100.0,29.0,72.0,5.0,15.0,1.0,7.0,24,76,25.0,83.0,108.0,270.0,0.49,0.4027777777777778,0.3333333333333333,0.14285714285714285,0.3157894736842105,0.30120481927710846,0.4,0.37037037037037035,0.26666666666666666,0.05555555555555555,0.025925925925925925,0.2814814814814815,0.3074074074074074,30,player_jordin_canada,ATL,G
Joyner Holmes,0.0,1.0,2.0,3.0,0.0,3.0,0.0,1.0,1,4,1.0,5.0,3.0,12.0,0.0,0.6666666666666666,0.0,0.0,0.25,0.2,0.25,0.08333333333333333,0.25,0.25,0.08333333333333333,0.3333333333333333,0.4166666666666667,27,player_joyner_holmes,LVA,F
Julie Allemand,37.0,48.0,3.0,6.0,2.0,4.0,1.0,12.0,27,89,28.0,101.0,70.0,159.0,0.7708333333333334,0.5,0.5,0.08333333333333333,0.30337078651685395,0.27722772277227725,0.44025157232704404,0.3018867924528302,0.03773584905660377,0.025157232704402517,0.07547169811320754,0.559748427672956,0.6352201257861635,29,player_julie_allemand,LAS,G
Julie Vanloo,2.0,6.0,5.0,8.0,1.0,5.0,2.0,3.0,23,88,25.0,91.0,33.0,110.0,0.3333333333333333,0.625,0.2,0.6666666666666666,0.26136363636363635,0.27472527472527475,0.3,0.05454545454545454,0.07272727272727272,0.045454545454545456,0.02727272727272727,0.8,0.8272727272727273,32,player_julie_vanloo,GSV,G
Kahleah Copper,59.0,102.0,23.0,64.0,14.0,44.0,8.0,18.0,49,133,57.0,151.0,153.0,361.0,0.5784313725490197,0.359375,0.3181818181818182,0.4444444444444444,0.3684210526315789,0.37748344370860926,0.42382271468144045,0.28254847645429365,0.1772853185595568,0.12188365650969529,0.04986149584487535,0.3684210526315789,0.4182825484764543,31,player_kahleah_copper,PHO,G-F
Kaila Charles,26.0,48.0,20.0,49.0,8.0,19.0,5.0,13.0,20,59,25.0,72.0,79.0,188.0,0.5416666666666666,0.40816326530612246,0.42105263157894735,0.38461538461538464,0.3389830508474576,0.3472222222222222,0.42021276595744683,0.2553191489361702,0.26063829787234044,0.10106382978723404,0.06914893617021277,0.31382978723404253,0.3829787234042553,27,player_kaila_charles,DAL,G-F
Kaitlyn Chen,6.0,11.0,7.0,18.0,1.0,6.0,1.0,3.0,4,11,5.0,14.0,19.0,49.0,0.5454545454545454,0.3888888888888889,0.16666666666666666,0.3333333333333333,0.36363636363636365,0.35714285714285715,0.3877551020408163,0.22448979591836735,0.3673469387755102,0.12244897959183673,0.061224489795918366,0.22448979591836735,0.2857142857142857,23,player_kaitlyn_chen,GSV,G
Kalani Brown,44.0,68.0,10.0,15.0,2.0,5.0,0.0,2.0,3,6,3.0,8.0,59.0,96.0,0.6470588235294118,0.6666666666666666,0.4,0.0,0.5,0.375,0.6145833333333334,0.7083333333333334,0.15625,0.052083333333333336,0.020833333333333332,0.0625,0.08333333333333333,28,player_kalani_brown,PHO,C
