season,playerId,playerName,teamId,pos,g,mp,onCourt_plusMinus_per100,onOff_plusMinus_per100,tov_badPass,tov_lostBall,tov_shoot,tov_offensiveFoulOrOther,foulsCommitted_shooting,foulsCommitted_offensive,misc_pga,misc_and1,misc_blkd,oldPlayerId,oldTeamId
2025,player_taylor_thierry,Taylor Thierry,ATL,G-F,17,36,-9.3,-19.4,0,1,1,0,2,0,4,0,5,bref_atl_taylor_thierry,ATL
2025,player_te_hina_paopao,Te-Hina PaoPao,ATL,G,43,720,10.1,0.9,24,15,33,0,7,6,256,1,8,bref_atl_te_hina_paopao,ATL
2025,player_teaira_mccowan,Teaira McCowan,DAL,C,17,219,-11.2,-3.4,2,3,8,10,16,1,26,5,9,bref_dal_teaira_mccowan,DAL
2025,player_temi_fagbenle,Temi Fagbenle,GSV,C,39,925,-0.3,-4.4,21,10,48,21,20,3,161,9,19,bref_gsv_temi_fagbenle,GSV
2025,player_tiffany_hayes,Tiffany Hayes,GSV,G,26,700,5.2,5.6,31,16,19,0,25,8,192,2,18,bref_gsv_tiffany_hayes,GSV
2025,player_tiffany_mitchell,Tiffany Mitchell,LVA,G,39,510,-3.3,-7.3,8,5,22,5,26,9,34,6,7,bref_tot_tiffany_mitchell,TOT
2025,player_tina_charles,Tina Charles,CON,C,43,1222,-17.2,-14.0,36,24,39,9,90,2,174,17,24,bref_con_tina_charles,CON
2025,player_tyasha_harris,Tyasha Harris,DAL,G,5,82,10.9,20.0,2,1,5,0,1,1,29,0,1,bref_dal_tyasha_harris,DAL
2025,player_veronica_burton,Veronica Burton,GSV,G,44,1292,3.8,7.1,67,19,44,3,71,23,661,17,37,bref_gsv_veronica_burton,GSV
2025,player_yvonne_anderson,Yvonne Anderson,MIN,G,1,12,64.9,52.9,0,0,1,0,0,0,6,0,0,bref_min_yvonne_anderson,MIN
2025,player_zia_cooke,Zia Cooke,SEA,G,26,261,-12.4,-17.1,12,8,12,1,12,2,33,1,5,bref_sea_zia_cooke,SEA
