sr_player_uuid,sr_player_name,name_norm,teamId,sr_team_uuid,canonical_playerId,phase0_teamId,phase0_playerName,team_match,has_playerId
54e15980-ce12-4c08-893f-f19a8c57be49,Lucy Olsen,lucy olsen,WAS,5c0d47fe-8539-47b0-9f36-d0b3609ca89b,player_lucy_olsen,WAS,Lucy Olsen,1,1
55cbf5b3-3dfb-447b-b661-d9ccbf601066,Cameron Brink,cameron brink,LAS,0a5ad38d-2fe3-43ba-894b-1ba3d5042ea9,player_cameron_brink,LAS,Cameron Brink,1,1
55cd7443-47da-4835-a946-d4a2338750ba,Gabby Williams,gabby williams,SEA,d6a012ed-84aa-48d3-8265-2d3f3ff2199a,player_gabby_williams,SEA,Gabby Williams,1,1
58c646ba-6e6f-409a-a1cf-83e253991797,Nia Coffey,nia coffey,ATL,5d70a9af-8c2b-4aec-9e68-9acc6ddb93e4,player_nia_coffey,ATL,Nia Coffey,1,1
5a356464-d9e8-454a-9d3b-7c8825266243,Mackenzie Holmes,mackenzie holmes,SEA,d6a012ed-84aa-48d3-8265-2d3f3ff2199a,player_mackenzie_holmes,SEA,Mackenzie Holmes,1,1
6109be30-a0ce-4c7a-8eef-20fc8ceac1f2,Kalani Brown,kalani brown,PHX,0699edf3-5993-4182-b9b4-ec935cbd4fcc,player_kalani_brown,PHO,Kalani Brown,0,1
612e128c-c5b3-4ce0-a131-ce4d10f4f7ff,Aari McDonald,aari mcdonald,IND,f073a15f-0486-4179-b0a3-dfd0294eb595,player_aari_mcdonald,IND,Aari McDonald,1,1
6340b055-3c1b-427e-88d6-6f9cdd1fc925,A'ja Wilson,a ja wilson,LVA,171b097d-01db-4ae8-9d56-035689402ec6,player_a_ja_wilson,LVA,A'ja Wilson,1,1
63dde7d8-0af8-4adb-a556-01e0d2395420,Aliyah Boston,aliyah boston,IND,f073a15f-0486-4179-b0a3-dfd0294eb595,player_aliyah_boston,IND,Aliyah Boston,1,1
6434f048-1c61-4a79-a990-73f51f46245e,Kahleah Copper,kahleah copper,PHX,0699edf3-5993-4182-b9b4-ec935cbd4fcc,player_kahleah_copper,PHO,Kahleah Copper,0,1
68030481-1c6c-48fa-b24a-f68e0fc2bc87,Bree Hall,bree hall,IND,f073a15f-0486-4179-b0a3-dfd0294eb595,player_bree_hall,IND,Bree Hall,1,1
693b6941-8999-40bb-a3a2-b77c34f1dc78,Dearica Hamby,dearica hamby,LAS,0a5ad38d-2fe3-43ba-894b-1ba3d5042ea9,player_dearica_hamby,LAS,Dearica Hamby,1,1
6a32c622-278c-4c75-b83f-345bcd252ab4,Temi Fágbénlé,temi fagbenle,GSV,4f57ec40-0d35-4b59-bea0-9d040f0d2292,player_temi_fagbenle,GSV,Temi Fagbenle,1,1
6cd13b60-2d3f-48d6-9474-3147233bf5e3,Lindsay Allen,lindsay allen,CON,a015b02d-845c-40c1-8ef4-844984f47e4d,player_lindsay_allen,CON,Lindsay Allen,1,1
6f20a6c1-04f6-4be2-b7a2-511ebe314525,Sophie Cunningham,sophie cunningham,IND,f073a15f-0486-4179-b0a3-dfd0294eb595,player_sophie_cunningham,IND,Sophie Cunningham,1,1
6fa763e6-846f-4f9d-a4ce-256d8b328424,Breanna Stewart,breanna stewart,NYL,08ed8274-e29f-4248-bc2e-83cc8ed18d75,player_breanna_stewart,NYL,Breanna Stewart,1,1
732bf79f-1bfa-450c-ad04-015f7624765a,NaLyssa Smith,nalyssa smith,LVA,171b097d-01db-4ae8-9d56-035689402ec6,player_nalyssa_smith,DAL,NaLyssa Smith,0,1
750b9212-d2d0-414d-929e-1c658dc13999,Kiana Williams,kiana williams,PHX,0699edf3-5993-4182-b9b4-ec935cbd4fcc,player_kiana_williams,PHO,Kiana Williams,0,1
7709c3e4-3fcb-4483-95b5-ba433eab864a,Georgia Amoore,georgia amoore,WAS,5c0d47fe-8539-47b0-9f36-d0b3609ca89b,,,,0,0
776e2238-8340-4425-ab90-ba69e1bc7441,Stefanie Dolson,stefanie dolson,WAS,5c0d47fe-8539-47b0-9f36-d0b3609ca89b,player_stefanie_dolson,WAS,Stefanie Dolson,1,1
7797aa88-28c4-4a34-bb63-1af7f8d80ec0,Tina Charles,tina charles,CON,a015b02d-845c-40c1-8ef4-844984f47e4d,player_tina_charles,CON,Tina Charles,1,1
779cd8d9-133e-4e68-8bfb-16a437a34686,Stephanie Talbot,stephanie talbot,NYL,08ed8274-e29f-4248-bc2e-83cc8ed18d75,player_stephanie_talbot,NYL,Stephanie Talbot,1,1
782a5034-334b-48e8-a7a8-931296f40c06,Shey Peddy,shey peddy,IND,f073a15f-0486-4179-b0a3-dfd0294eb595,player_shey_peddy,LAS,Shey Peddy,0,1
7a46f116-94ed-4d89-b585-fa41cf41862c,Kayla Thornton,kayla thornton,GSV,4f57ec40-0d35-4b59-bea0-9d040f0d2292,player_kayla_thornton,GSV,Kayla Thornton,1,1
7ae3b3fc-2bf3-4600-abd6-c5511f140246,Emma Meesseman,emma meesseman,NYL,08ed8274-e29f-4248-bc2e-83cc8ed18d75,player_emma_meesseman,NYL,Emma Meesseman,1,1
7c76cfae-0b68-4449-9a96-73d271fbc32e,Emily Engstler,emily engstler,WAS,5c0d47fe-8539-47b0-9f36-d0b3609ca89b,player_emily_engstler,WAS,Emily Engstler,1,1
7c97d5bc-1718-4284-9d85-87f2f1b23eec,Haley Jones,haley jones,DAL,5f0b5caf-708b-4300-92f2-53b51d83ec06,player_haley_jones,PHO,Haley Jones,0,1
7c9b7ef1-edd2-4f69-a627-f321d662365d,Skylar Diggins,skylar diggins,SEA,d6a012ed-84aa-48d3-8265-2d3f3ff2199a,player_skylar_diggins,SEA,Skylar Diggins,1,1
7ff950fc-3872-4d7c-84ce-db06ebe42123,Ezi Magbegor,ezi magbegor,SEA,d6a012ed-84aa-48d3-8265-2d3f3ff2199a,player_ezi_magbegor,SEA,Ezi Magbegor,1,1
80c92207-2597-4132-a34c-3b467a1a81e1,Paige Bueckers,paige bueckers,DAL,5f0b5caf-708b-4300-92f2-53b51d83ec06,player_paige_bueckers,DAL,Paige Bueckers,1,1
817be612-8b36-41b8-950f-1a675564323e,Leila Lacan,leila lacan,CON,a015b02d-845c-40c1-8ef4-844984f47e4d,player_le_la_lacan,CON,Leïla Lacan,1,1
82661dca-4121-4f2c-9918-7960ae068b83,Sami Whitcomb,sami whitcomb,PHX,0699edf3-5993-4182-b9b4-ec935cbd4fcc,player_sami_whitcomb,PHO,Sami Whitcomb,0,1
8302ef7b-466b-42f0-bdae-d87d8d56154a,Myisha Hines-Allen,myisha hines allen,DAL,5f0b5caf-708b-4300-92f2-53b51d83ec06,player_myisha_hines_allen,DAL,Myisha Hines-Allen,1,1
849170da-3a64-47f6-a912-818a3feceb4c,Aerial Powers,aerial powers,IND,f073a15f-0486-4179-b0a3-dfd0294eb595,player_aerial_powers,GSV,Aerial Powers,0,1
87a32879-a19b-4603-86ce-1c8b0e4484ad,Alyssa Thomas,alyssa thomas,PHX,0699edf3-5993-4182-b9b4-ec935cbd4fcc,player_alyssa_thomas,PHO,Alyssa Thomas,0,1
